65282 28070
S44740 H55416
D44960 S27833
D58147 H23788
S19140 C36243
H64226 D43043
H30050 H2055
S53636 H46363
D54707 S8755
H27133 S36671
H54152 D33449
D19000 D48398
C20790 S41512
S62892 D13933
H55337 D41671
H44478 D51114
D24253 H11822
S29100 C30994
C44536 C51612
H34060 S22772
C11838 D54335
D29276 C44285
H46372 H20738
D45884 S48056
C45254 H6263
D46963 C16668
C5482 D34356
H52401 D41026
C37071 C29659
S5435 C36502
C26458 D31884
C19498 C2540
H30382 H8882
H6930 D61863
C15686 S54193
S48677 D61254
C44555 S30369
C20934 C31777
C61908 D46097
S31788 D24797
H62893 D49716
S61093 D30953
C16520 D64178
D22527 D46383
S49873 D50547
D15935 C41762
S14353 C3571
H50093 D37441
D12974 D25109
S20728 S46482
H12459 H55253
S2694 H48254
D33777 S28664
D42674 D62159
H63553 D17207
C20042 D39368
H43439 H49639
H20753 H30016
H22868 D3466
C2169 S39624
H7896 H40870
S46307 H27928
C49874 D30313
D41223 C17406
C9718 H57755
D54736 H31075
C11701 H7436
D61342 C23251
H48788 S274
H2180 S22452
D49072 D3031
C19940 D52953
S31217 D28862
S63248 C64461
S42364 D25520
D24107 D31315
C47157 C58640
D8595 C44556
D29499 D42029
D54916 H22863
H463 S15743
H52308 C54735
D48778 H48646
D18285 S34324
S22518 H40057
S61567 S25415
H41229 D50612
H36050 S50587
C46906 H14460
D27314 S51933
C27748 S59886
D36455 H27228
C41685 S2375
C8423 D54484
H23932 C48143
H30584 C1569
H52159 H38025
D42170 H39323
D60426 C62984
S9695 S12535
H612 S42209
H47368 C24618
H19879 H47106
H19984 C30862
H41963 S9540
H52096 S15537
S24742 S34381
C43344 C15540
H5918 D54562
C22904 S10689
H28675 D29040
S19535 H4379
S23606 H23974
C46201 H29196
D59330 D64604
D12073 C38341
C61139 S42411
S14548 H29246
D46259 S44181
D60182 D29553
D44765 D13029
H48052 D31888
C1936 D28387
S50231 H64949
C30579 S20663
C50873 D20393
S54009 H64749
H61012 S17336
H48781 S29465
C62171 C7756
H43660 S56221
S13967 H35029
C23959 S59905
C60423 D11464
H24154 C14013
D3655 H6717
C48420 C10057
C50844 S48882
D58504 C63953
S37237 S52281
H12169 D36543
S205 D47892
D14759 H40160
S64101 H31663
C19316 C49845
C21794 C19286
C40392 C47291
C56494 S11932
S21635 H15463
D7924 D24360
C34521 S9611
C32220 S1866
D61330 H5588
S3347 S59305
D55794 S46957
D21172 C18834
C47216 D24700
C15920 D8153
S30510 S4303
D64875 C23648
S52625 H54153
H22231 H55228
S62769 D14546
C22234 D62159
H35258 C56837
H1591 S28616
H62902 C57986
H21075 H14528
H62068 H28622
D52535 S64817
S32168 D30518
H53222 C15185
D29986 D61782
H392 S49398
H53315 C52616
D15640 H10733
D54900 S25391
D52885 C27843
D59938 D4489
S42856 H39003
S23520 H56529
S41191 D60617
D9751 H59582
D60259 C11231
S45093 D55690
C34016 D32431
D6770 D54525
H36894 S41997
H2688 C10011
C32178 S59906
D57313 D19307
C7598 S57210
H1987 S50951
S57539 D30036
H41688 S1994
S9655 S8517
D63048 D46536
D24073 D59057
S37621 S9291
S53440 D28826
S64501 H21987
C2463 C61751
C35610 S30361
D29981 C17845
D33861 H59096
H63630 C13373
C30117 D21717
S61677 C28333
C39041 C9918
D58755 S43095
C9789 H47729
D6815 C5931
C43981 C54587
C34178 S48913
H2493 H48391
D40059 S40634
H47685 D794
C16016 H31347
S24444 D16182
H47587 D23130
D27020 S4797
C32955 H65198
D7530 S26085
C31712 S36586
C5042 S45005
C56067 S29201
D36421 S47542
S62123 H19952
H8724 D50849
D50245 S30268
H29231 D1939
C43583 D43714
H14847 S23600
C16678 C19067
H45036 D59323
H8819 D56396
H59290 C10253
D29617 C35516
D59539 S42659
H21988 H43606
D29672 S55688
H2212 D30652
C64510 C55375
D44550 D51420
D55773 C59038
H33915 S39767
D697 H53190
C31510 D2443
H13444 H10858
S14784 S23519
H18786 H47750
D43178 S29103
H48340 S29424
S50219 S33477
D61096 C29876
S34916 H28245
S46567 H29498
D10642 H28099
C23104 S52951
S62575 S12528
C42064 D34156
S51033 H26604
D19952 D48153
D44787 C49009
S32222 C6756
H27835 C24463
D61910 C7511
S6325 C37620
C62856 H53847
H50429 S4642
H20314 S18926
D39389 H53433
S24677 C9040
D8801 S3441
C43842 D27085
C51582 C49908
C7419 S46099
S39330 H21896
H19726 H21305
H59073 D32631
S60312 S5586
C54578 S29421
H21134 H43566
S24267 D46139
H37520 S24812
H43774 S4654
D9362 S39568
C59878 S42776
S13304 S4756
C18652 S155
C12754 S48307
D2539 H6942
C38616 S46188
C34645 S18481
S51049 C38166
H25065 D62387
C54916 C13745
C21312 H5356
H21320 S53796
C44347 D14548
D55858 H24011
C38674 D14228
D836 D8575
H25650 S56458
D54467 S18357
H35701 C41885
C32071 D31478
H35199 C10854
D30401 H47970
D16373 C24355
S55478 S59016
S48662 H55220
S40143 D44546
C14704 C61207
H63836 D8283
S61745 D46147
D50174 H22486
H45322 H21261
S50179 H6378
H60460 C5386
C48761 H51309
D4710 H48970
H52811 S24370
S20592 S57324
C33868 S13861
D43842 C43314
C12766 C23454
H4035 H63961
S57062 S21434
S572 C39966
C33533 D24437
S24122 D6744
H39937 D56428
S24062 C5956
C48849 C27815
H11754 H21366
D4809 H48832
D17774 C21195
H12301 S26947
S42877 H46358
C25465 D20905
D22062 S3508
H53842 S33798
C11722 H1466
C39434 C26023
D55643 H26136
D6056 H22689
D29533 D25245
S20949 C22
D9203 H14629
C6307 C51118
D21470 C41546
D37262 C13528
D17024 H5849
D2712 S8495
H29856 D10078
H30613 S26239
D25090 S60823
H26845 S38920
C25817 D26512
D36391 C47842
C58260 H33352
C36739 H64042
C18228 S48511
D58951 C34409
S33884 D33495
H284 C43067
H8852 H46806
D48122 C24270
D33277 S18981
D16785 C15269
C22362 H25947
H38723 D64765
C33959 H17895
H64487 C3838
H27303 D60427
C48986 H64376
S42491 D21928
D47797 D51065
D27883 S44334
C61356 S17604
D17704 S42278
S56816 S487
S47289 S59384
S42696 C64930
H64661 H31919
D13741 C18551
D22963 H33510
H200 C46023
D16566 H9806
D28814 S11907
H3947 C23145
C3833 H16509
S36836 H5676
D45321 S37584
D15995 C8148
C58399 S54086
D41185 D30375
H61352 S34250
C53194 H47252
S1253 S63073
C22016 H12258
D2803 D12063
D46708 S52084
H55263 D3595
H16825 H53914
S34252 D28631
H31686 H20121
C28635 C65028
S63923 H32316
C33917 H27609
H10211 C37716
H26102 D6615
S22405 D8940
C21816 C52535
H26762 H3354
C38169 D62081
C18667 D37004
S63836 S11704
S48889 S61798
C24990 H31498
C12083 S38604
H25309 H8383
D18347 C19014
H12772 H29699
S7613 D57445
C1946 H8970
D52235 S22734
S59888 C7705
C9 C53315
S14514 D23541
D15231 C48712
S64983 C2168
H54335 S52526
D10596 S6453
C40054 H12533
S58767 S58886
D3175 C27010
D16306 C52056
D21346 D29868
D15120 D27686
S8189 S15815
H46391 H34492
S5262 D3770
S49468 D8041
S59756 D14237
S24452 D25875
S32721 C43865
S58544 D21630
D50444 S62688
H39405 H50648
H10688 S4018
H55116 S36564
H64976 S26427
S33432 D15155
H59993 S60658
C49926 C60620
H42630 C12571
C14908 S5512
C36930 S56752
H43462 D57113
H15689 S1717
C37399 D10345
C53408 H13346
D54499 S8508
S65171 D26455
C2835 D31770
H385 C58559
D9601 H21457
D22974 C29088
C56051 D361
H65056 D34799
H15274 H1437
S39703 S55924
H45834 H34222
H59828 C47286
S42961 S40599
H62776 H8826
H34232 H6927
C64395 C60313
S49477 D1316
D35899 D36272
H50328 H14664
H22429 C8457
S24489 C42436
H51212 S46586
S11225 D61701
D31871 H34985
D64338 C17031
D4753 C38196
D62380 H21071
C26951 H61819
S61702 H22780
C41339 C50594
S49259 S63344
D14320 H3065
H50358 C31158
S50127 D8425
S24148 S8531
C56051 D23341
C37271 C33868
C43366 D48224
S18283 H33702
H1978 D58828
S20326 D31605
D1777 C2565
D43967 D41072
C31783 D42413
D41967 H43805
H3867 H47284
D32014 H19793
H28704 H46900
D18863 C61221
D9881 S792
H57589 C33178
D38712 H46599
C19134 C32312
C50447 H34838
D14114 C14905
C27766 S44103
C35255 S35713
C64556 S59951
H59162 C27090
S37727 H7423
C25114 S60991
H55749 H46765
H46814 D48094
C24496 H17781
C59042 D29802
S6351 D19123
C49279 S755
H25767 H45482
D21217 D20588
S44881 S55994
S12024 D41518
D26604 H36626
D60538 S21665
S15669 D10921
D52204 S22094
C18454 D3789
C19980 D23649
S4797 C47610
H2837 D35090
S23580 H50133
S33325 S16916
C20703 H53017
H38491 H28622
C21132 H31088
D32484 H18578
S44513 C16081
S50349 H25841
D59397 C39003
D14659 S31092
H36995 C22082
S64900 D5087
H41807 S4769
C47382 C5378
D47803 H2351
S16769 S24693
S7589 D32055
H15404 D56425
D20984 C47873
S38255 H5337
S6412 D63385
C22782 D1934
H64689 D23453
S65280 C49152
D42579 S6460
D45203 H58171
H11918 D56011
H5940 D52417
H42383 S14804
D12119 C17369
S28326 D45273
H54313 H30550
D19451 S60630
S24334 H46514
H31328 S23965
S25346 S33980
D25896 S32143
D39374 S27252
S23849 D45128
H22010 C41122
H49188 C30587
S51117 C60560
C1533 C62303
H6464 H51540
S28464 H54391
S2946 C61748
H39073 S43668
C25183 D58504
H3184 S48254
H5483 C35871
C61753 S4972
H6468 C52957
C19983 H56660
D47396 H60693
D20190 S10177
H464 D10429
H58576 S37542
C5590 S1965
S38006 S35919
D61960 S20498
D50002 H32203
C23227 D15986
S5459 S43022
D5217 S55623
S16824 S16859
H35136 S34055
D21551 S16023
S19969 H20095
D47382 D481
D33224 H29122
C23325 H57734
H40024 D3772
C36450 D34701
C65165 C48043
D32854 S56407
D15741 D37198
C45398 H55231
C9228 H18787
S47517 H3334
D45170 D55323
D17576 C49129
C33862 C51891
H45168 H32354
D19159 D19819
H22206 H25593
D59141 H62114
S61113 S6035
S16476 S12487
D30556 S41734
S18626 D25247
H38580 H39071
S36320 S32053
D15039 S48793
H60075 S54458
D41592 S47085
C56179 H37816
H54732 C3530
D30689 D56674
D40133 H8191
C22255 D51553
D13601 S34562
D45569 H48077
C5479 D57771
C61810 H30974
S34562 H24646
H36364 C7036
H32287 S15674
C8332 C60338
D25006 S1308
H47566 S37133
H23021 C1948
D13391 S26569
S36779 D59789
C8855 S19253
H46508 S45452
H60500 H26279
C53460 D20752
C2974 C11383
S65052 H28608
S24973 S32010
S17520 H37206
D36586 H32865
D12075 S39052
C42054 S32493
D19061 C54240
H16048 C24110
C62791 H35850
H40789 C15405
S37002 H59180
D33053 S32829
D14483 D50084
S23145 S55575
H48821 C6115
C14478 H7781
C35037 S24659
H40047 S58511
C40311 S18863
S40544 C26228
H64921 C4042
H58178 C33047
C56013 C61228
H10650 D26464
C47305 D11423
D22565 H44441
D32156 H39810
D30384 S364
S62298 H36311
S2981 S46642
H46716 C42598
D52273 D55875
C1673 C34406
D62155 D62486
C28826 D47218
H24534 S34234
H16042 H58415
H29449 C12768
H25947 S8135
D53548 D62097
C11250 H64772
H22851 C2319
H29985 D64237
H36690 H2614
C43182 H28335
S64364 S64856
S55959 H13343
C32689 C46289
C58525 D64276
C27333 H13927
D53607 D5300
H17985 S29238
D46653 H279
C2627 D31155
H10235 C28599
D8028 H37066
H3014 C59312
C54819 D35305
D24099 S26440
H26074 C10459
H7338 C15640
C4554 D13124
H44726 H43614
H36811 D1153
D57291 C25824
D31401 C31511
S53257 D19582
H29742 C9612
S55778 C14981
H25851 S51603
H47055 H12311
S56762 C14398
S46794 D30583
H49687 S6674
H746 C39161
H32494 H30550
D45070 S26741
H51901 H37911
D1413 D12000
C28840 H54368
C61501 D12608
D59972 D2711
S43745 C30428
C14039 D21455
D54314 C34499
D35870 S35463
C1934 C53555
D62179 S744
H41362 D3629
S41282 D10640
D61604 D60713
C22465 S19646
H59245 D44278
H1671 S7786
D44727 D36358
C51757 C62432
D52704 H34506
C57840 S53428
S15658 C2430
D15117 H24875
S21293 C26024
D25235 C60670
H44149 C3145
C54582 C27560
C33936 H23510
D48314 D35146
C9297 C15552
H1729 H57610
S26291 S54736
S35538 D63254
D25828 C30271
C57289 S45642
S23344 C37520
D832 C61132
H3696 H14544
C54686 C10945
S54171 C24758
C24717 C19039
D26902 C63540
H18176 H18961
S30571 H30807
S37295 D1149
D9375 H20108
H30990 C46811
D19924 C1443
D36057 C46149
H29105 S40597
S5215 C61931
S56417 H60593
D12890 C38358
D29582 C6809
C63607 D23465
D38567 S6453
H27029 H10107
H19380 S31351
D33343 D59725
D37021 D5049
C21995 H57273
S51850 S22361
C29183 H9698
H55569 S64759
D40630 C27406
D17468 C55581
C16720 H51272
H31109 D6249
C64996 D56425
C19533 H33254
H55503 H62215
S30180 H53807
S43953 H24740
D23184 D672
H21558 H42012
D19554 S10947
S59214 H32024
D60509 D30974
C36214 S10044
C52988 S47058
D13404 C45512
C29391 D12156
C28768 S57657
C32528 H4364
C48640 C61445
H47085 H57949
H8708 D22970
H20893 S7674
H40686 H11381
H46621 H9657
D33025 C18422
D29488 H37515
D43865 H63484
H6087 H42174
C45436 S38963
H1028 D6805
D34639 D21510
S26215 S4138
H17931 H55701
H29736 C49118
S17377 S33040
H61746 C20396
C64782 C27744
H34724 H30043
H12911 D16089
D31518 C26710
H15710 H14075
H65166 D22719
D17458 C29676
H20646 S51407
S11090 D33901
S11857 S21524
H15035 C15669
S62801 D18487
C30095 S48951
D1497 C30121
S51259 H13798
S9556 H37566
H18891 S39195
H43913 H35593
S12022 C63784
H27292 C27155
H5445 C24637
H2017 S29694
D37231 H54788
S47039 D50631
C18898 C38180
D49708 H49084
S13299 H63776
H288 D39431
D23669 S31476
S61860 D48320
S57286 C8221
C28365 C56348
D51597 C5937
D64786 H40482
H22017 S52727
S64815 D63168
H60569 D17728
C64252 D31272
D60979 H46910
H14244 S11078
H55383 C33424
C6273 C39598
S12757 C36992
H8936 C31102
S62336 D2108
S43656 C14481
C49612 C20880
S22333 S40304
C12276 H22115
H41464 S37270
D20880 S22776
D14515 C21718
S18664 H58046
H29292 C35960
H13407 C56957
D63028 H44113
S54573 S15149
D23637 D36816
S57729 C42263
D25120 C25875
D30788 H19493
H57043 D18963
D1748 C27874
C7882 D32754
H47017 H45189
H1373 S33862
H18131 D38619
D48508 H24724
S59093 C32106
H42273 D3613
H16538 H14150
S17238 S4681
H6474 S41235
D6021 S15032
S14158 H21415
C1439 S14688
D7111 C57686
S12924 H25666
D43374 S29079
S48510 H51571
S58621 H44132
C22736 C6651
C38327 H5947
D53956 S156
H4268 S45160
C29516 S40407
S56115 H18443
H40266 D34552
S61071 C58203
S4745 D59225
S30042 H10140
D59113 H8294
D12391 H12472
C31508 D40867
C23809 H40951
D24479 S19551
S7627 C9876
S10657 C23137
D24680 C16010
S37541 H8422
H35792 H57985
C38118 H3866
C43605 C60587
C39217 H44420
D37016 D39469
C44134 S63548
S31773 S52348
C21508 D12654
H13828 S55354
C60179 S32814
H61984 C33139
H5611 S50144
D21212 C36596
C62522 H31309
S62056 H33933
S16311 D53149
H21848 C12287
S17705 S43599
D50178 S25035
S51728 H39685
D25948 C10912
S12569 C25255
S53428 C6501
D50614 S21540
C2800 H7435
S47928 H10246
C53572 C20593
S24941 S22928
H8200 H45810
S55850 H5425
H34355 H56263
D62057 C22059
S41715 S34962
H25222 C44938
C53371 C24766
S62521 C2371
D45663 C59211
C8444 H41830
D53911 S25360
C58204 S54613
C4714 S12357
D27087 C5639
C23065 H45174
S30249 H8602
C8073 D3928
D53193 H37999
H63714 C56201
C51154 C18119
S56446 H495
C22 H12821
H20386 S24805
C18153 H38294
S16973 C41447
S3302 H58250
D54455 C22337
C39819 H29467
C54323 C4253
S6066 C33914
S42247 S12994
S9336 S13581
S6750 C36687
S16063 S935
H7333 C40994
H5549 C51093
H38194 S62279
D52742 H58623
S30118 S64589
S45262 C64825
S31874 S31215
C2014 H50532
D61889 D25593
C44454 C53256
C41328 S19771
D52165 H46563
C3183 C16804
S10513 D14287
S39228 H37495
H3247 H31745
H41492 C11293
H63623 D26614
S58233 S45084
D13938 D3939
C64950 H29665
D3743 S63487
C21275 H13992
D43293 H48604
S41914 D38796
S14219 H28632
C60645 C40001
D62366 S33681
H59667 S37615
D48957 S61199
D22044 D21698
H34424 S11468
D62353 S57239
C53160 D33241
D54035 C51355
S61914 D22354
C54437 H52596
S47430 D46988
H40713 H39083
C37080 S63129
C43456 D24864
D61917 H55873
C20684 H34724
D18303 D39370
D16983 C58805
H59524 D59553
H30508 H16463
H42257 D28033
S40952 S8174
C59625 C60606
C56384 S55317
S15967 S1360
S34368 D45547
H50377 C25381
C32266 C21095
D6570 H8169
S37244 D56605
D58665 H21071
S15725 H14895
S23297 D48823
H14157 H7049
S25950 H29774
C9577 C15066
H64356 D48014
S4907 H64287
D10426 S60344
D20240 C25810
S21046 H43801
D1788 C60050
C35457 H41061
D56706 H53708
H48024 H51241
H45886 C52868
S29034 S48592
S21604 S17323
D35184 H39447
D11927 C63929
H23120 C39635
S923 C60962
D8482 D26208
H40248 S11583
C13623 S9705
D12319 H63180
S35020 C38209
H55114 S44247
S62111 S9435
H23956 C17457
S26872 H44735
S47957 H48132
C6022 D60342
C17784 S16497
H42382 H36246
H41909 C64982
H10336 D28575
D43988 C28426
S16023 D38581
D25871 D65062
D64489 S41947
D50722 S34747
S48395 D40811
S42467 H11225
H53698 C17377
S15481 D35593
H35546 C34667
S53877 D33813
C26182 D39506
S37211 H11765
H53477 H2404
D14214 S25219
H17319 S35644
S3339 H8612
C190 H62322
