40247 45911
S1098 D33014
C12134 S18099
H7463 D5454
S36120 C2890
C5253 C6015
S25842 S31032
D26949 H25163
C4865 H21165
D284 S10447
S36984 C31379
D19568 C28228
D30574 C19429
C35656 C17213
C20586 D20962
D690 H8132
H27843 H39091
D30888 C24254
S18987 S6760
C25094 D32441
S12891 H9056
D7361 C23416
S30943 C14874
S37992 H4423
S1296 C35116
C27619 H38143
D8638 S39447
H34745 H29439
D16677 D18969
D39757 D14973
S19767 H13043
H21100 D36566
H30365 S1536
D21245 C32496
S3130 H28548
S15648 H27829
D6438 C22539
S36446 S34497
C39224 S30225
D37146 D37630
S37641 H1811
D8793 D39298
S8566 D26321
S37372 D39710
D23917 S17611
C15685 S40107
D2871 S14436
H38827 D15833
H13294 C39168
S27753 C5405
D17733 H16307
H20221 H34534
S22166 D37059
S15162 D8552
H25337 H139
C15100 D710
S38456 H19363
D34997 C32535
D32806 D19980
C4472 D34173
C29287 H10521
H8765 H7021
C38878 C15170
S31943 D37806
H22276 S36292
S40113 C22427
C29103 S30932
D1315 D32703
H12764 D14654
D21464 H22263
H13958 C22573
C19787 S29080
H22680 S17245
C9580 D38432
D10873 H24454
C1446 C30865
S21096 S13105
C3084 H27984
H30255 H21184
C1104 C34803
H15388 S36831
H34213 D37085
H7927 C6352
H5716 C28980
C39803 C24906
D13185 S17906
C39064 C16125
S2812 S9828
C4524 H33971
H1729 H26860
D25474 S23119
H17658 C18286
S158 D743
S15544 S2152
C24504 S28612
C4726 C30935
D30595 D1238
C28106 S8107
D22097 C1783
H15718 D7278
S5584 S7113
D13578 C30323
D2258 S36536
H5498 D24660
H8896 S20227
D12844 D24214
S28994 S35282
H10214 C39246
H16355 C17765
S29334 S238
S10368 D22108
D545 S20082
D9005 S20703
H21583 D11906
D38828 S13483
D20772 D8066
S23628 H2500
C4532 S20305
D16671 C1217
C27445 C36432
S24885 S15396
D35507 S24639
S5428 H9357
S28336 C39914
S8117 H18233
C11998 H23398
C32299 D26715
H23627 H1444
H23196 H16711
H10045 S6762
C36932 H39443
S36497 D21532
H1705 S27706
H25419 S22679
C6481 C36344
H7732 C22244
D7299 C17461
D28313 H11889
C28812 H13035
S27378 D25716
D38316 C18211
C21204 S24727
S12103 S17952
S8313 H13036
S6609 H30882
C9751 C13508
H14978 H3706
D29140 S11060
D29855 H22296
D34040 S10647
C24854 S34595
C30338 D39621
H13379 H9957
H28733 C2271
D27896 H18325
C9341 D36868
H34241 D30712
C11510 C43
H11024 H28020
H8533 C1185
H1638 C14376
C20393 C16845
S3627 C10493
H39017 H4492
S39454 D28309
H22669 S4096
S17228 D9784
D25709 S26262
C12553 C14084
S6643 S9025
H9814 C18619
D29824 H35240
H27583 D22595
S467 D5924
D28813 S16183
H35103 D26925
C849 H34611
S15275 D23747
D21613 C14414
S12556 S471
C10423 C30093
H15419 C26444
S7228 H18875
S22009 D21754
H22177 H39130
D31192 S9321
S18215 D25724
C4969 S3571
H6538 D11594
D20941 C33596
H21957 S16924
H16928 H19963
C2954 C11302
C26631 D27924
S25762 S34840
D16161 C18783
C11486 H28977
H37691 C10517
C36712 S23011
C39592 H3293
D39615 H5357
C27481 C37643
S6711 S14977
H13049 S992
D16209 S22877
S21940 H33752
S29797 C16960
D17505 D6878
S5863 H10945
S38677 S25275
H31192 C18236
C12692 D28127
C36658 S15119
H2034 H31664
D15135 H4696
H22478 S34902
C37924 H37808
D30139 S14872
C22113 C26789
S6173 H38769
D28394 S2568
S26376 S39045
H24636 D9874
S11367 S21488
D3565 C4144
C6620 S35427
D13713 S2807
S14408 D23720
C8941 D6178
S26250 D17365
C17995 C27159
H24150 C15236
C5413 H32228
D15335 S11855
D23839 H14564
S9810 S22047
S29825 C12220
D24309 S32798
S34506 C22628
D8132 H2492
H34509 D7264
H35600 D32036
S30446 H30751
D13463 C31896
C4327 H7055
H16193 D9704
C32548 H28419
H31274 D10561
H7211 C15380
C37177 C3679
C1363 S7443
D28266 S35858
C33821 H34658
C40135 C8835
D16888 H26708
S30277 C12690
D15414 H16881
H16240 C25380
S22269 S35322
C22161 D18027
D23512 H13542
S11231 D25552
C37894 H16930
C18457 S12109
S37464 H16013
S32760 S23469
S20472 D24281
D25467 D20387
D1250 S32619
S34636 S38199
H4979 D18601
C25911 C23364
S11610 C29082
S15936 D26173
H13191 C25150
H37174 H27571
S30162 D9824
S10052 D15090
H24470 D21261
H22681 H8779
D15414 D3253
C16866 S35473
D25669 C38069
S22813 C37236
D17562 C14695
D12989 S17759
C2777 H34627
H3079 S34178
C356 S12121
C30096 C21450
C11215 H34067
H17070 C15490
H26246 S25525
C17859 S4702
H33013 D20339
C28356 S15706
S24519 D19750
H34415 C15824
H36980 C22524
D12223 S17202
H13650 H29727
D15655 H13390
S13263 S36294
S27201 D35047
S37426 S7535
D21186 C1313
C1122 S27618
H9960 C13996
C24767 H24210
H8111 C39268
H32225 D16655
D2063 D17334
H203 C10412
D18522 D9029
S38565 S19156
D8271 S16100
H5111 C29716
D18871 D36119
S11493 H20657
H21707 S33808
D18363 C39786
H24193 H5188
S22814 H13453
S27767 S5091
H35607 D12471
C25446 D17392
C8873 H24342
D11774 D27505
S25617 C12470
S20627 S4444
C29089 D22048
D22404 H35199
C4774 S16692
S20163 S26248
S26352 S9387
C22858 D8679
H28261 S2058
H14391 C24597
D34086 S2584
S4731 D38132
D18691 D30016
S17349 H23075
D29130 H25292
C22139 D23603
H27828 D34874
D37899 S35473
D7356 H22550
S35318 D29172
D185 S12782
H8823 C19356
H36606 C16542
S20484 C35409
H1428 D22199
D26543 H21151
C39407 D34061
S1449 S34229
C14650 S10659
H24382 C129
C1079 D30777
D9817 S11656
S10962 C14880
S40096 H36648
C6751 H27035
D7856 S16993
H8843 S15625
S22626 C1254
S26462 D21300
C193 C39987
S34005 C4958
S24139 D26591
S22106 D5628
S13472 H26454
S4944 C16104
S16496 H7997
S7429 S252
C29625 S7299
H34994 D12272
S11217 S26942
S19418 S25537
H16042 C36569
D39958 H24423
C17729 H12654
S38755 H28200
C29353 S31355
S6087 C31466
S491 D26072
H16826 D27004
S39637 H24739
C18859 D332
S30817 D8849
C35646 D36404
S12673 H15456
S22420 C24458
D9041 D26722
C2145 H12987
D11311 H32893
C2265 C3665
C14738 D29892
H13186 S3074
H24327 S23244
S19285 D27147
C20417 C33094
D14319 D30160
S32395 H13944
D20894 H22337
S21770 S29775
S26371 H36700
C20307 D11906
C38517 C29139
H11829 S32185
S11621 H33441
C1131 C25264
C6532 D9187
S9963 S8162
S18076 C32836
S38970 S158
H23976 S21237
C31500 D1666
H29393 S7794
D29529 H11182
S23828 H5662
D4978 H15947
C10355 H5666
D31762 C25816
S33654 H10154
D25664 H27561
H11774 C26888
C19697 S21685
C16921 H9449
C37223 H10688
D13225 H13333
C22816 S32284
H29353 S16789
S9012 S26619
C12202 D35130
C5134 C24146
H10723 H15330
D39409 S17996
C24031 D26689
C16574 S8867
C36525 S20812
S34739 S31058
S33172 H19553
H9334 D39805
D5423 H32619
H22571 S37546
C15362 C21899
D10831 S31092
D38560 S34893
S34471 S18221
C31359 D12671
S37329 C3427
S37515 D8910
C30500 C26090
C18580 C27009
D33839 C28361
H10663 D8033
S2496 C31391
C33823 C29017
S3312 S22445
C38308 D3420
H33377 C13874
S6661 S11004
D14786 H20567
C23552 D10642
D20829 H18924
C25056 C23717
S17434 H29767
S4167 D7891
S34907 C30915
S15717 H10917
H32925 S17863
D32871 H29001
C6005 S7736
H5781 D31849
S30496 H16353
S1216 S1985
H22472 S36055
D8817 D133
C39301 D9112
D35347 H12798
S11361 D4900
H37826 S23485
C31643 D35318
S1377 S15634
S28895 S614
H26335 C6489
D20097 D25779
S28173 D190
D15693 H11787
H8557 C20484
H33008 S12298
S37835 C40125
S2017 S20608
D5569 D27315
D32213 D26981
H19951 H20186
D31665 C22074
D31391 D17633
S23765 C7325
H7971 H13940
C32493 D32660
C10775 C34038
C34250 H550
C15736 H13229
S16085 S10451
D32908 H31534
S26567 C5914
H15352 C9029
S14287 C33486
D27572 C27780
D31480 S37036
C40025 D28898
D7422 C16926
C34520 S156
H18949 D30558
C14997 H28622
H27673 C18135
D38966 S32226
S28964 D27404
D1818 D17656
H36023 H28935
S8616 D4423
H34348 C29942
S31410 C23516
H32667 D33674
C22742 H26096
C22386 C36963
C36727 S29700
S32850 C9783
S23916 D7670
D34389 C15611
H20272 H1348
S31034 H8884
H27210 S22689
D9253 C30418
S22608 H37525
S24847 S13886
S5478 S12355
H36479 C2195
H26800 C2141
S18798 H35739
C35893 C31717
D34514 S2723
H8074 D4292
D27495 D202
H39922 H18923
C22228 D15357
S30725 C15147
S34810 C11393
S37771 D23925
S3471 H12670
S823 H23226
D25631 S34778
D15432 C38404
S11372 H27070
H36392 D38023
D14055 S17845
H4841 D3392
H4315 C20316
C10629 D37839
C13994 D34230
D6770 C23554
S24281 D1845
H3853 H22403
C1082 C15347
H11369 C37066
S28446 D36856
S4345 S5102
S6319 S30025
S10335 H30458
C20123 S18898
H16678 D19276
C16358 H29356
D37443 H35889
D11680 H16728
C31068 D20457
D1600 H32284
H28352 D3024
H2549 S6033
H34037 D8144
S10059 S22593
C16264 D33289
D10310 S13287
H18351 C12874
H3662 S19269
D6622 C20786
S9951 D32281
C16932 C7495
H6199 D17845
H28568 C11864
D3849 S4529
S28970 D2217
C28083 C5593
D1981 H4184
C14557 D17921
H8872 S20406
D36802 D12082
C39044 D20330
S30001 H19505
H6599 C37105
S17978 H12893
S32149 C3508
S21410 S10828
S34620 H29578
S23322 C22234
C1052 C8138
H20581 C28423
H38838 C33139
H4029 C37228
S32393 D16875
H2238 C457
C26366 C3517
D4576 C20788
S3806 D37184
S23490 H27082
S24737 H13237
H30143 C2054
S1761 S9484
D21870 S2431
H1131 D5633
D26155 D9318
S34173 D22948
S29031 D4771
C36252 C21375
D31528 S12064
S28727 C37993
H20664 C26699
C29850 H1303
C36778 C1244
D39592 S18037
H12279 D11399
H29807 S36259
S6488 S24107
S14681 D9223
S3077 H18336
S8721 H33019
C10126 S18787
S3811 D29588
C16060 D15247
S1062 H6324
H34642 H36531
H24240 C24069
D32204 S33365
D12227 C19354
H20090 S22575
D32868 D32387
C5074 S27760
C31614 H2900
C23906 H38099
D20632 S32455
C12788 D537
H38243 C13991
D6499 S5051
C23818 D25493
C14638 S14645
C18664 D16279
D14394 S5113
S11261 H33337
H29752 C19672
D843 H25171
C11740 D15191
H521 D33545
H38132 H13430
C199 D22529
S19496 C36243
S36611 D37070
C20859 C28870
C32403 C3359
D9628 D1482
S37882 S6965
H39262 C18769
C2428 H34072
H34017 S17890
H4615 S29672
H11656 C15059
H22911 D9371
S5689 S2324
S8314 S28406
C33428 S10600
H17016 D24156
D17282 D21183
H31571 H15886
D21054 C8013
H25785 C29093
S2701 C17993
S39492 D36775
C35777 S20382
S34230 D18249
S2885 H21392
D39600 D8576
C19079 C9900
H8521 D20542
C24625 S6885
C32980 D16785
D16341 D751
D23878 C22565
H31628 D39205
D12261 S8290
S25727 S19391
H24850 H26267
S26200 D15052
H9859 S26077
S39269 C30612
C34882 C7490
S23490 C1843
D22206 H18684
S4666 S13962
H15948 S5849
C18697 H19459
D31907 C2854
C4755 D15045
H1853 H11994
H1510 S22977
S28634 C28903
C13154 C23965
S7031 S4917
S26798 H13382
H14014 H24156
C32051 H40221
D26814 H30532
H33697 S25987
D33185 D35781
H32244 S27055
C21027 S34120
C1672 S4428
C6316 S7961
C39557 C8544
D35663 S36801
D4464 H8124
C4501 S9448
S10219 D34768
D21739 C35797
D37504 D36241
D26255 D1092
S5236 C15190
S25265 D27873
D28008 C18336
D28110 C37728
D37725 H19792
S20867 H16484
D21985 H26639
H7913 D23687
S28961 D20292
D39259 S3586
S32991 S14883
H30081 D230
H29784 C17065
D12096 H38923
D35198 D20781
S34140 H10776
H25545 C37937
D16540 D26890
D5844 D22015
H3719 H7806
S1664 D35944
H5802 S8748
C33770 C27157
D1611 D13298
H38259 H22203
D22919 D831
H26924 C19408
H31274 C1425
D3421 H11115
C12373 S10944
S8018 S8500
D16076 S4900
C3496 D16195
D242 H24468
D22337 H38231
C6992 C3389
H1477 S20343
S4510 H29507
S5677 D22170
D5189 S11640
D22845 C3289
H4721 D5490
H22096 S13051
S33750 D22274
C1287 C2497
C14652 H3517
D5625 D11431
S14032 D8015
S4666 S13351
C21923 H39943
C30795 C38991
H35732 C9756
C39032 D12898
D10689 S25615
S36843 S5601
S14134 C16800
C14646 H32753
S21894 D26956
S24487 S15228
S4289 D34504
H22667 S25825
S13184 C11627
H31840 D38492
D8482 C3293
D27682 C36510
D25800 H21463
S23511 D21611
C32803 C35494
S9147 C33829
D30629 C39372
H35654 C39062
D16498 C1349
D7939 S40074
D4180 D8096
D35070 C3228
S25821 C32979
S6934 D13199
S3711 H7609
D6565 C14995
H18377 H869
S5429 C4496
D18381 C15996
D25764 D1935
H35004 H29550
H8979 H26535
H9157 D38095
H4018 D19913
S7057 C23607
C19123 D153
H6212 D1012
D33762 C28337
D21723 H10006
H9324 D12861
D35896 S24760
H4939 D22830
H37680 H38960
S21872 D31537
C20280 S12758
H15658 H25552
S32642 H4539
C10025 H16943
D17347 S14321
D14056 S34032
H13762 S32729
S9381 S14869
S39545 S23539
H34396 D28758
C31672 D7254
C15107 C3680
D30904 H35885
D33867 D11712
C22002 C39843
D24789 D9908
S11807 D8285
S14963 D32570
H22434 H22091
H35001 H23918
S6474 C7562
C28551 D38509
S37572 C3185
H19706 S24048
H38167 S8078
H1165 C21426
D33864 D37516
C36912 C26525
D31793 H2587
D7168 D16799
H9954 H33648
H27358 S10024
D28011 S38979
H22011 H23849
C2439 S10797
C16371 H35842
C10113 S13252
C28082 S9150
C25565 C26701
S35578 C26420
D20777 C14284
C26052 H5707
S29238 C20105
H36399 C32128
S38184 S21321
H30397 C21061
C2428 H21557
D33427 S10887
H8700 D24184
D12889 C21691
S12468 H13443
C9219 D13119
C4020 H28107
C19380 C9570
H37466 D29466
D34047 C24565
C19688 H10637
C34154 H4396
S34922 D15685
H29169 D15826
S14217 C36441
S14026 H19462
H7017 S39135
D3345 S34670
D35140 C33569
S30106 C5539
D4813 S25436
C6540 C20463
C35984 H11300
S18979 S1803
S9629 C25012
H15154 D20288
C25359 H12181
S7293 S28797
S24904 C38545
S31105 D15269
C16375 D17552
S36986 H23263
H36891 D5207
D19797 H15768
D20671 H18808
S19342 D32388
S19142 H15539
C17948 C5796
D16522 C12587
S27984 D30583
H34296 D5272
C13879 D16809
C14045 S19666
S30779 D16930
H13608 S11137
D12832 D2426
C19069 C12071
C15384 H40230
C22813 C14737
H37121 S35206
S19471 H18795
S23744 D18980
D32963 H28373
C34974 C20526
C20016 D40228
D34882 H28449
H8477 D38515
H26145 H12286
S35587 H30075
S23248 S18474
D36359 H28584
C30091 C15211
H5786 H32299
H8288 S27889
H16438 S26827
C23594 S3623
S34377 C6717
H20190 C32767
S26046 S5589
C25370 C22294
S10234 H7785
H35187 D7556
C12209 S23036
C18180 D35934
S32116 D27240
H24797 C20812
H7152 D2858
D20483 D25526
C19947 D38342
C34103 C1061
S14530 D7907
C15912 S24159
D16556 D7364
D14644 S10678
C11867 H33212
D2468 S30644
C37536 D13990
C3867 S37541
S33580 H39799
D4595 H19236
D8968 D24450
S4297 D35267
D37265 H7666
S30442 D34482
D13994 S3693
H18778 S32091
D25656 D4324
H15236 C39551
S32056 H26982
D9244 D26743
S6350 C33553
D3468 S29254
D34596 S31976
S9265 C29184
C10890 D35533
S7103 H17676
H8408 D18150
C32861 H27096
C18643 C9251
H38477 C20683
D25536 H34320
S38367 D8920
D32208 D9582
S11044 C6568
S26455 C28767
D20376 S29336
D18170 C22093
H9853 C13806
C11009 S20238
C36001 H11452
S8808 C25995
C6139 D38806
C38602 C23773
S28455 H14513
C4621 S39201
D38445 D24654
S6938 C34583
C11290 S28556
S26745 S6502
C23121 C35361
S16049 D28223
H9186 H4375
C7451 S20697
D31953 C19797
C20473 H25049
C3353 C4243
D25483 H37538
S26829 C19797
H27809 H10296
C28807 C34160
D34327 C10261
S14383 C2956
D29031 H8577
H33083 S7911
H34427 S29537
H26274 C21728
H39528 C16995
H1672 D9857
H39104 C34473
H17551 H9977
C1665 D20139
C36193 D31872
H38670 D26006
D13040 S23800
D25681 C23
S32512 C23449
H32004 S14458
D7997 H16944
S10007 C34134
C3174 H13371
D5228 C6240
S33856 C20483
C9141 C16825
D33493 D1453
C18861 C6667
S11081 S25122
H30156 C28785
D31546 S20278
D39488 C20147
S25102 S33258
H18009 D22300
S7756 S19452
S33759 S8478
D26893 S36687
S6687 C14542
S39300 S9175
C299 S10579
C27188 S25026
H34432 C21989
H9472 S34684
H25256 C36710
C22020 S13222
S26800 D12533
H28423 S28865
D15123 C37405
H27332 S3658
H2765 D39365
H28018 S34970
H19713 S7357
D18205 C32846
C3478 C27645
S31378 H27163
D1079 C36152
S13390 S16579
D27773 S5725
H34318 H35442
C22714 S19963
S38977 S33749
C28139 D25060
C29933 D33264
C31141 C35481
S32687 C29775
C20544 D10612
S38250 D30655
D33493 S227
H32646 D20301
D36167 C21223
C13232 D9786
C29004 D13546
S34737 S374
H27500 H30959
H3810 D4082
D12824 C1859
C30292 H33935
S1933 C19730
H39123 H29780
S25306 S23122
D29739 S39501
S36844 H18765
S37605 S5468
S24959 S31717
C39831 S24797
C5339 H18369
H15035 D21847
D18735 S11745
D21628 S20137
D29075 C40062
S23177 H930
C6019 D15627
S12656 C6271
S25527 D10015
S24328 S25767
C3434 S32210
C35994 S33235
D36209 C25138
D38147 C33587
H29560 H6003
S36997 S33259
S4847 S7611
S39606 C4359
C39514 H7478
C37738 H20464
S32547 C18853
D17405 D15149
D1893 C18013
C40176 C2099
S32354 D33960
C14613 C19206
D38148 S9119
D7320 D11894
C4728 D14674
S20592 H2773
S16114 S31724
D7699 D26248
C32685 H12264
C25918 D12571
H33662 S20102
C35257 C38352
H17448 H5243
D12450 C10682
D19174 D21174
S12552 S6044
D15006 H14967
S8704 D13512
C26356 D3074
C39071 H25653
C31831 D7177
C12934 S12910
H38108 D7417
C12434 S3500
H35048 D26636
H2832 S6686
C37656 D32638
C10894 C13917
H7936 D5742
H2293 C3594
D7841 C28591
S1850 D19353
C17222 S24027
D10057 C20900
H35446 S21549
C15072 D9946
H5267 D23095
C11324 C23834
D22094 C16470
D30666 S15343
S1738 H22640
D35144 D10765
D31475 D27473
S21588 D23643
C28605 H17760
H3513 H21741
D27116 D13909
S5926 C1244
C17212 D30041
D36014 C24924
H23000 D4119
H22436 S14799
D22297 H18011
D6181 H35414
S5342 S6731
S17295 S31901
S32080 S18076
C23781 S5782
C20566 S24895
S28319 C6054
S22670 S28957
D8116 D29475
C5146 S21140
C36814 S328
H30785 S15481
C22883 S38206
S14933 S18996
D20135 H2483
S27119 D12303
H31130 D30560
S29909 S32220
H33830 D36860
H36889 D2549
C18958 C9966
C21674 D10347
H1770 D2073
D29977 S26556
D39722 H15097
C31556 S24561
S10169 H27604
H36635 C32818
H32029 H23435
C33283 C21445
S10738 D7702
S28287 S27729
D26041 C36565
D34061 D16841
D35244 D23661
D2320 D38758
C32839 D11482
H13689 S35965
D13897 D6320
C14011 D14212
S13782 D1330
S11646 D39383
S7025 S24791
D33752 D36673
D19964 C10140
S24171 C11425
D10806 H5908
C37576 D4168
C31237 D33516
D17213 C11385
S2784 H3488
C23604 S35386
C23182 C12414
S22123 S27792
S40223 D7406
H37338 S20649
D8931 S28530
H30672 D28649
S37921 C16495
D32920 D26438
S4462 C23290
D14945 D36569
H30737 S30764
C35288 D7940
C13221 C14800
C27053 C14342
S16038 D26778
S1885 C31748
S757 C14050
C11357 S22905
D37738 C15210
S37027 S20852
S1000 D18033
C29904 D17958
C30340 C27529
C28285 C14868
D17225 D31086
C39951 C17470
D38149 D39402
C9482 S34655
H28121 S20425
S6057 C12781
D36884 H38846
S26128 C24108
S34261 C7950
D10351 H38703
D4032 D10114
D3860 D24359
C18599 D3521
S23686 D4129
S3757 S17961
C27575 C37125
S4201 D39319
S19119 H2789
S32141 H7278
C29067 S38801
D14440 S1478
C26651 C24644
S31976 S201
H16303 D1667
S38986 S34903
S29913 S23054
D19356 H30193
C5520 H37314
D42 C32855
S3953 H6
C3293 D27409
H2345 D36695
S31090 S28573
D15523 H23482
D31954 C29010
H26603 S32793
D28609 D23695
H8901 C28174
H20399 D38751
D6879 C12985
C4054 S835
C33413 H5620
C14416 S17772
S27241 C18170
H25368 H9513
C26603 C31264
C10998 C14727
C21876 C15684
C2114 D14613
C27059 D378
D15678 H6651
H29307 D5073
C13254 C20235
D4 H7726
H22390 H10220
H1706 D14409
C8710 D38884
D37188 H26944
H23297 H9819
D11638 C30806
D37902 C27050
C20676 C22221
D18449 S19328
H6787 C13646
H24109 C16760
D13882 C2092
D9968 C18535
S9897 C18604
C13251 D28684
S15972 S27078
C32418 D1553
S1043 D38298
D31786 C13888
C4169 C4698
D33298 C33834
C23202 H18724
D32264 S2246
C13926 C16537
H13733 D37753
C31922 C222
D3241 C11783
C28725 C38263
D5059 S26521
D12840 C12656
C2932 D30872
C27351 D1076
C7504 C25967
C31737 H10401
D10573 H14924
S11483 H39034
C16882 H2690
H39644 S35643
H24082 H5529
H35661 H2000
D14219 S36411
D27282 C13456
S8536 S14885
C39530 C2749
H38707 C18825
S33577 C32437
S39327 S36690
H32282 H30740
S18933 C23810
D38635 C26261
S31549 H31314
D24267 S12855
C18604 D9719
H24136 D4340
H9201 D24259
D648 D7464
C11554 S5946
H39260 D21167
H35679 S10999
H8565 D36143
C32556 D34714
