38989 35604
D18274 H36146
C25427 S37867
D19770 D10421
D21135 H34755
H5905 C34062
S13550 D16309
D2485 S21277
H14064 S5540
D10032 D20779
S9498 H2127
H13273 H9574
H29452 H22198
S3349 C13196
H21926 H28498
C9503 C13778
H21627 D30142
C23752 C38621
D32955 S21332
S31509 C4314
C23432 H9515
D14764 C24198
C1164 C37109
C28252 S36567
D36971 H10512
C14738 H28338
D14709 H4359
H5183 D16941
S25785 H30224
H29503 S35632
H26091 H35235
H3141 D20636
C37237 S14904
S37102 C17406
C25115 D3312
S5916 H38839
H5541 C21238
D11663 H28448
H18626 D30997
S558 S36820
S28639 C27582
C16635 C1576
H30094 D34516
C9728 C29501
D14996 C30971
S28759 C35662
D3790 S30714
C5841 H37641
H8888 D845
C5044 D14498
D3646 H33763
D4806 H20199
D27417 S15008
C1384 D30670
S7833 H7197
H38604 C34409
C6376 C21847
S19486 S716
C17163 H34176
D37730 H6191
H23963 H2277
C35701 C25727
S7383 D35394
H6419 C23908
C24566 H29479
H149 D38141
D36698 S12090
D27053 C30401
S33040 H15781
H12049 D21767
H36937 H13071
C14196 C17748
D6501 S36161
C16550 C30560
C33949 H22617
H19098 S27605
H3022 D37785
S5555 D25037
D28341 D12291
C56 H18680
S13444 C21094
S12750 D2919
H26254 H2392
H14163 S17401
C4573 C674
C27807 S34568
D35400 H34720
H29737 D23942
H16274 D35310
D7731 S24627
C30198 H9980
C27731 C11709
D15083 H21664
C31592 C22815
C31294 C23425
S5869 S11553
H7743 H27493
H23278 C3835
S31222 D8438
H19373 C16440
D27931 D22316
H19375 D32736
H15964 D491
C19942 S3449
S3279 S2693
H37508 D29914
D12062 S7289
D35243 D12992
S17493 D37745
S27540 C8956
H10874 S25361
H25651 S6984
D12870 H16142
H31134 C27397
D5942 C24582
D6588 C5012
C29157 D34053
H5425 D28464
C8031 D30562
C8532 H27101
C22082 S36952
H26319 H14121
C18753 D23065
H674 C19273
S12687 C23967
H35509 S17211
H13916 D25499
C5080 C10570
D15537 D6767
C38102 S27306
C28041 D14026
S3801 C31319
H34592 S34730
H34601 S21618
H15443 D25742
C17112 D17935
D34108 C37730
C27699 D14332
D31667 S33600
S24838 H23994
D12350 D24803
H31790 D27832
H19445 D6822
C9928 C20649
H35870 C24381
S26475 D1215
D34472 D6825
S38827 H28155
D9989 C11724
D7662 D3039
D16030 S9826
D32095 S17006
C1232 H29619
S2578 H27836
H2836 S12306
D25217 S5389
D20518 H31526
S31121 H8846
H14207 H4524
S33526 H28338
D29344 D10970
D25663 S16213
H29107 D25156
H399 C3954
S3524 C7088
S9779 H38971
H12792 S7122
C29216 C21702
H19632 H30264
S7902 H30761
D11541 H16988
C21 C5187
D6503 H33366
H8193 S2389
D13170 H2680
S34280 S35843
C21981 H1245
D30823 S21861
D11581 D6895
S11511 D8237
D13358 H10092
S4872 S30117
S9329 C24897
C29296 D35536
H33430 D11767
S27940 D37705
D28043 H9762
D13939 D29226
C35045 D21396
D11522 D4064
D5727 S26700
D13975 S7040
H25090 H32633
H29860 S20392
S6913 H16382
H36510 C32619
S5655 H17764
H13384 H19918
H13887 H11851
H11116 C33626
H26932 S18543
H22368 H15991
D2423 D21630
S4288 H17837
H26660 H29081
S32126 S11335
H26351 C28013
C3561 D28872
H33221 H29806
H11130 D12701
S13029 S34620
S13050 S31327
C34739 S34178
S17778 S31202
C4648 S26430
C35641 C25863
D15944 H432
H476 S34631
C15531 H2965
H32550 S37079
S2543 C15842
D6532 D32825
C38171 C25030
H27421 D26786
C35312 D6745
S27398 D35617
D37117 C31370
D38120 D23832
D10405 D13595
D887 H21682
H19151 S26621
S30368 S36345
H34882 H37884
D2572 H27651
S8460 D10003
C11347 S15419
D15820 D30943
D34757 S32962
D10795 H26291
H31716 C34348
H16664 S36769
D28094 S18366
S4913 C19517
C20040 D33433
H14699 S15426
H2645 C13546
D8509 H11303
S12383 H2098
S8309 D31430
S9080 D29180
C32530 C11528
H4684 D10231
H11438 C5765
S38898 H18952
H9461 S14770
C20384 H21972
D15469 C37403
D33860 S4588
D29232 S13951
H19165 H19193
S36585 D31517
S29043 C3804
H5720 C554
D20856 H32588
C14607 S10272
S29617 H26181
H27603 D33307
S10100 D8915
D3243 H37751
D170 D14032
H21119 C38193
C3800 H13031
S21629 D14833
D31005 C30154
H37931 D13780
C16402 D20291
H4442 S32491
D25137 D4552
H29138 C30619
H14426 D38907
D24007 D29299
H29418 S16870
H21903 H32312
D34497 C33990
D32725 D34973
D10388 C33197
H31152 H13359
H26612 D22842
D24501 S1339
S17837 C4558
H28988 S19475
H7222 D21808
H17309 S27906
D31573 H1073
D19611 C11664
S663 H27874
H23237 C25972
S4436 H13081
S22162 D24956
S36548 D4738
C33867 C37392
H35945 C7422
C5013 C2686
D27740 S37254
S18479 S1100
S2568 C22124
C32566 C28808
H34391 D23748
D11521 H4946
D3455 D20077
D19947 S33789
H20909 C19739
H38207 D31237
C23271 D34888
C9060 C22781
C2117 H6127
H33938 D36406
C23531 H21355
D29814 C33113
H3404 D24200
H14842 S15244
H11588 H3894
S22814 H6108
S28349 H17016
D5057 D9891
D7524 H11057
D36803 D13442
S12138 C30757
H35230 C15812
S2159 S24078
S13510 S3218
S13549 C29051
C3476 D23002
S30930 D2467
C5292 S20816
S20993 H9806
H22914 S20403
H38226 S10892
H332 S7406
H9832 C19439
H5403 C12866
D3012 H26175
S5612 D30790
H14306 H34881
D28924 H23844
C27399 C6393
C27928 D27097
S36920 C36002
S36507 S34720
S34725 S6291
H21947 H13533
H22637 S22018
S22156 H10827
H26504 C19871
H27500 D1867
S16937 D15498
C11189 D35727
C27377 C37933
H16114 C23984
C33892 D19698
S27381 H26879
C13394 D23534
C14838 S22896
H12272 C30280
H4382 D16266
S34652 D33427
H22939 S26141
H5812 H38354
S2682 S12900
D20982 D25527
D30714 S16208
S26089 C14449
C34951 H27858
S8882 D33994
D5252 D32419
S4674 D11851
S3230 S18720
C31767 D18323
S31658 S34027
H4080 C36852
S21912 C19530
H34044 C13828
H21540 S18599
H5939 D34648
C29853 S1244
C7794 S8113
D23532 D22982
D9557 S30735
S27429 D15180
S521 S2924
D21474 S29627
S12186 D23031
D15520 S31023
C22534 C1547
S30351 S29296
D38473 S31274
D28262 D4836
D34957 D25961
H36625 C13097
C38327 S29981
H28943 H18675
C22731 H20536
D26646 S20971
D29623 H11589
D34134 H20597
C15256 S25934
S25861 C6857
H12814 S24679
S7338 D9336
C37902 C37562
H27121 D15531
H11185 S7101
S1222 D15869
C26488 D22797
D35344 H12743
D37399 D8475
C18354 H17985
D2115 S4079
S8603 C3137
C2118 D3595
S11229 D35973
C7266 C13865
C28030 H21157
H31176 D36463
C36076 H21876
H33688 D29928
D37261 C16248
C30951 H27849
H24379 D22163
D14154 D36704
H33515 H34391
S15258 H34391
S12049 C34896
S793 H11707
C20056 H9402
D5789 C18435
C13391 D31905
D11718 S20531
C22591 S32150
D31170 H35141
D14814 C2832
C10187 D13902
D26282 H13058
D7099 S32424
C7803 S28225
S12971 C15093
D11600 C24714
S38151 S34264
S10657 C34262
D12491 D2721
D29551 C26872
S29954 H26189
S2585 D9097
C16014 C33515
D36349 D33435
C14833 S34793
C4380 D32109
H6152 D10647
C16698 H2584
H13482 C37266
D8564 H34007
C16899 S35143
H497 H2794
D31797 D6023
C8778 H8398
S8711 D935
D36179 C18742
H8168 C26492
S12428 D35282
S36108 H34577
H15197 S20931
C1717 S3773
C22867 D12957
D35705 S4416
D37163 H32658
C4181 H32315
H36032 D24073
D35700 H13308
D38259 D29897
D21293 C20919
D28382 S2585
C20706 D15291
H15607 S35578
H35570 S34995
H17149 D8733
C23518 S114
D32517 H9093
H5317 D34311
H5409 S32796
H15253 S11897
D37249 D37934
D11080 D5061
D29971 H22240
D2301 S31484
C25080 D36512
S2658 S38578
S3177 S30780
D29295 C15883
S29197 S11313
H11498 D15114
H34166 D11290
H20143 C36152
D5796 D27621
D8544 D1351
H1800 H34119
H26379 C30531
C31318 S18114
D38957 H19002
H25365 D25632
H28781 H27660
S588 S26045
D6422 S4084
H24875 D10459
S1084 C21699
S2035 H34119
H19406 D17266
C25924 C15142
S37110 H13469
S18177 H25986
H36099 D7357
H7043 H13429
D13297 H5015
C14502 H14985
C18595 D409
H19753 D991
C20842 H27624
C13129 C16627
C18983 S23188
S17771 S13142
S8576 C3341
S16303 D31415
D32555 C24049
S2411 D4249
S7005 H32334
H7253 H23093
S9202 H15262
C28183 C27634
C1332 S29009
D2882 S8860
C36095 H21912
C6297 H27852
S32383 H9563
S4677 C2087
D1888 S13946
S26855 C27819
S10517 C34690
D7090 D7395
D7109 C21639
D4979 D584
S22559 H7931
H30627 C1848
C8590 S19209
S10300 C19510
S34975 H20801
S31366 S34224
D28181 C21329
S15341 D23777
C9488 C10869
S37486 D1841
D14108 S24539
C3897 S18473
H6626 C15518
C1803 H28536
C8731 S13627
S18700 S33016
D9620 H11269
C16872 D27819
C25282 D7200
H26970 D24734
D33988 H2162
C21658 H32067
S7112 S19874
S2153 H25610
C28126 D18839
S12986 D31823
H29269 H622
S14702 S36715
H23486 S21088
H34092 C28458
D9353 S1998
D13040 C4353
C37062 S15666
S32090 D28326
H32802 H27284
D31370 D13620
S12940 D20563
S2992 C21719
D7163 S30920
D21748 H11587
H11123 H38199
C19721 H17168
C9629 C37044
C16650 H22745
C27792 D1011
S20326 H25151
D24513 C28365
H19195 D23197
D5673 S35111
S28525 D10941
H1032 S9738
C21466 D2613
D29244 D25000
C10900 H6491
D35748 H11683
C26251 D19965
D31969 C11776
C20583 C667
H2134 H26357
D38808 D18907
C13514 C16387
D21964 S29384
D12349 C28915
S12240 D31798
D29111 S14882
H7086 D28413
S11057 S18169
H3918 D21047
S36033 S30118
H24869 C35092
S661 H25746
S11450 H7498
D23986 C34928
D26255 D16133
C13619 D17331
C13629 C15269
C2248 D10511
D38058 C3074
D8326 D37724
S19150 S17029
H20907 S25716
H38167 D35044
S34366 D9931
C8769 D15359
S7569 D26948
D3409 C1948
S27368 C26922
D28676 D30554
H13363 D25753
C8987 H18970
S13834 S21587
S27111 C13552
C23840 H11583
C20501 D1676
D32643 C2314
S35932 C23098
D15662 S28329
C30136 S23450
C34237 C1325
H17319 D27770
H6833 S3725
H3787 H15752
S25261 C16068
C283 D30696
C15390 H26747
S36702 S20726
D5741 H12450
S29338 C14080
S28162 C15446
D8268 C14785
S29555 D1650
D26354 C15658
C21185 S24013
H16909 C29538
H23276 S35891
C34195 D6685
C35306 H12906
C21048 D33213
C6251 H17693
H18468 C38656
H19900 H19382
D31287 S14079
S4138 H35801
H30999 C10591
S7128 S13772
H7653 S2222
S2416 H30186
C23980 H927
S28991 C6312
D6233 D17222
H424 H15845
S17820 S7346
D22881 C13945
D34849 C11998
S28952 D22717
S23829 C4188
S8152 D28207
S30616 S3396
H12121 D22218
C8132 D29455
H9241 H16553
H5349 D35374
D9972 D32461
D30467 H7211
C30519 D24193
C14760 C6177
H27310 S16774
S6826 S21775
D34688 H3587
S6174 H31652
D5168 C23996
C21876 D9962
D4355 H23274
C8198 D38869
H38538 C526
H26794 D26478
S36114 S25755
H20243 S20885
D35462 S36508
D29192 S7043
H16318 C1188
D29732 D11434
C3216 C6677
H27846 C38692
C2061 D24757
D13909 H34630
C31920 H27273
D19612 C38591
D36414 S10626
S17073 H22110
D16264 H4663
S31617 S18659
S7357 S38907
H35629 C31618
S23725 S20378
C37811 H18407
H17195 C3529
S25913 H37960
D17525 H8813
H10359 S9001
H8433 H11589
S6177 C12479
S17193 S26899
C23578 C3367
C520 C36037
H26589 H21046
D14262 D1829
H20410 H34559
C37520 S11899
H19319 C13565
S31178 D28096
C31926 H33808
D25136 C17944
D16849 D37482
C31694 D32209
H342 D19415
C8369 C469
C8445 H20595
H25749 S28260
C30268 S9070
S31184 D6375
C17843 H23434
S493 C9428
D32619 H29464
D31554 D342
S9789 D6738
C32430 D14927
H10833 H36067
S24445 H31861
D6159 D20622
D15479 C29676
D11108 H20764
H37435 D32302
S17775 D14895
S31202 H5013
D23763 D5516
H37383 C17211
H1327 C6207
C19588 S22125
D38178 C27638
H12755 C9670
S3622 D4045
D23273 C28390
H34988 D38693
S3848 C5782
D2535 D26136
D33963 C38045
S12222 S1108
H16849 H10674
D18583 D11403
H18257 C27095
S25502 C13910
D16681 H15926
S4225 C30
C8872 H31362
S17627 S2813
H10082 S10218
C1637 C6044
D28291 H3513
H30721 C7200
C12453 C22420
H14803 H9531
S4899 C28650
D12594 C22911
S28892 S24771
C23228 C30277
S27627 C23722
S3466 C23322
D38733 C16020
D26941 H25641
S37724 H22445
D21956 H19983
H32321 H3571
S22374 S2828
C1962 S15604
S32879 H2042
D16859 S7299
C31196 D9042
D10059 H38922
D38353 D1682
C30424 H30177
D26334 H904
S38466 H18096
D6609 D17262
H29836 D35490
D8527 S25740
C24466 D19882
H5843 S16466
D5177 H38100
H9879 C5650
C9391 S21922
C11663 S31554
S28783 S4997
C37697 H7279
D2323 D4141
C8762 H324
S36072 H7910
H15133 H30334
D284 S15017
H5868 C30849
D105 H7813
H13156 C38388
H26358 D11579
D13722 C8494
S25887 D34378
H33163 C28730
H1183 D17943
D13484 H15032
D4518 S35749
D17979 S28139
H18170 H846
H17516 D28928
H13994 S34092
S33936 C2671
C34276 D11151
D33471 S23968
C31006 H25277
D13371 H28092
C17350 D30361
S18160 S29436
C20838 C17989
H37103 C36518
H17404 D13418
C21813 D2588
H15852 H28776
D35497 C8235
H15102 H34789
D13397 H11626
C19022 C20710
H7857 H30777
S13047 C32451
C18938 D32193
C14047 C35696
D31749 C15929
D2315 S18707
C23507 D7230
C28432 C2331
C25259 H31677
H13166 C35470
C33803 H30083
H26184 H30620
H10159 D24352
D32907 H34318
H27825 C1299
H8001 H22119
S18454 H2699
D12626 S7183
S23465 H14416
S18488 D654
S12140 S16365
D33707 H3724
C24368 D2568
C38782 C3672
D36743 S5144
C23572 S27314
H3241 H7545
H6701 S12715
H26843 H18596
C30380 H11471
H20547 H23866
S8617 C15874
S32952 D12643
D35880 H15283
H34273 H9843
S37364 S20001
C591 D13669
H24671 D9910
D27680 C7723
D23612 S9135
H381 D28310
S26127 S2246
D10307 S6816
H19854 H24448
S16492 C11316
D30372 C14087
D35075 S21897
S16888 S5796
D31354 D18146
C23003 H37610
H12600 D8773
D37895 H156
C38102 D17422
C22636 S2771
D20249 H15882
D22861 D496
D1123 C21003
S4725 S11990
D19328 D4255
C28156 S10598
C35237 D25648
S24475 C35613
D33601 S22048
S14516 D26483
S20032 D37927
D10870 S10540
C37673 C10676
S26842 S9390
D27369 D2488
C3707 C7300
D30010 C8183
S153 S21776
D5427 S9029
C33167 S34677
C3213 D12103
H1872 C29584
C29730 H12003
C15657 S20480
D30929 H13274
D1008 D243
C30220 C33160
S10900 C21379
H11 H22960
D6915 S16149
S21948 S29608
S21304 H14006
H12900 S35118
S16589 H25987
H22372 H7331
S34803 C19449
D2046 D36391
D27773 D24821
D26396 C20599
C21789 S19784
C12199 S38808
S19761 S29658
D24802 H4691
H18017 D11038
H3836 S24331
H25965 C32253
H18348 C2564
D32732 D1896
S30246 D1338
D9573 C25686
C17794 S33990
C11535 S35694
S36828 D2848
C14741 D6130
H4983 H15031
C15524 H27137
C26480 S15241
H4990 S9348
H2582 C31303
S36971 D25470
D9140 D22415
D20340 C3404
H16205 C14183
H38112 H15365
D10537 S33209
S10348 C5427
H29203 C18026
C15955 C33399
C3757 C36337
S24240 D11182
C19176 S1810
H15089 C34832
H2188 C10569
S35245 H30251
C21946 S29138
D19759 H9233
C22248 H32377
C6250 C14747
D16375 D17012
H35589 H34120
H3508 H15469
C31153 S13858
C20214 D32580
C17694 C34386
S36553 S13133
D8240 C5544
H32608 H31922
D33914 D9247
C11511 D4210
D36277 H38726
D32465 H38415
D22881 C12747
H36622 S38189
S12759 S37641
C3987 H974
C11578 D14362
D4568 D5015
C31472 C14890
C37111 H348
C7607 S881
H36835 H25043
C29485 C4434
C16596 D35671
S21830 S8322
D33938 H25718
C6412 C29507
D2787 H30318
S3478 S12123
D21362 H36614
C13275 S36269
S21021 C35085
D15132 D21958
H6950 H12821
H16565 S16507
C2502 D10133
H26720 C29526
H3858 C17068
D30975 C1290
H16541 S12902
S3845 D340
D6567 S4959
H5565 H3887
S26984 H20542
D7031 C10862
S5590 H2533
S21923 D24179
H10671 D16071
H25493 S14242
D36011 D15758
H38352 H1750
H15415 C3226
S6812 D23732
D24721 S15766
D4304 H16401
C38489 H29044
C29733 D30791
C30774 D34911
C14665 H11522
H708 D38653
H25676 H37627
S36194 H12247
S1289 D9762
H7415 D6150
H9833 S26930
S14859 H29179
D14010 S2981
D27621 H19091
C21929 C4612
D36110 C9504
S6152 C5785
S34835 H14165
D27618 S26684
S35520 H4607
H3673 S33117
D36316 S10534
D24589 C24444
S15236 D10608
S19863 H37530
C29584 S6973
H15467 D31014
H24896 D36457
C3567 S8163
C10994 C2615
H34530 H28249
H10098 D10284
C38775 C36188
H18428 H7813
D12369 D36843
H32764 S17325
H10862 C26113
H21943 C14843
S35304 H26640
S2286 S13925
H4158 S33789
D20379 H5482
C33968 D1153
C29492 D9300
D35942 S20546
C31628 C21199
C26036 H19175
H865 D16244
S14497 S24857
C545 H35485
H6941 H25139
C11201 C24921
S2258 H7010
D15468 H8147
H7857 D16509
H21251 D31438
S18734 H35878
C30087 S12585
S32586 H6805
C787 S9616
C11888 D17952
D15266 D32621
C15652 S35660
S15721 H26111
H17681 H27405
H10091 S13981
D32598 H35945
S30173 H3234
H27721 C20052
H15280 D3387
D3915 C203
S30223 C31248
S26409 S6659
S7777 C6763
H31156 S9638
C12691 S30064
S34708 S37906
H31698 H12508
D440 D3235
C28696 S29961
H34504 S6437
S24500 C27813
D38370 C8814
C36023 C6773
H838 C23852
D18571 D2656
S23308 H4788
C16260 S35659
D22755 S16068
D4532 S5123
H38704 H35316
S15700 C10453
H26465 S29390
H33203 C24485
C26612 S37908
C4436 D8199
D29492 H15556
D25818 C30869
C35680 S22325
D19624 D32654
S23664 C37522
H14672 C10124
S15078 C14505
S19097 H16761
C8189 S23225
D3148 D17283
H8892 H21625
H34551 H2031
H31131 D37516
C17379 H33827
D17475 C9857
S31965 D31821
H25030 H27196
C14069 H36347
H35051 D24128
S33339 S12474
S23445 D37221
S16521 H35812
D19370 H2589
D3561 H33994
C22529 S8546
S4583 C4447
S14902 H30230
C17934 S2048
S3627 H11053
D21925 D19444
C31649 D5636
D7297 S9937
H9890 S1078
D38133 S26752
H15140 D18700
S30991 D10869
S13897 D31603
H35707 S18447
H22660 H10088
C2834 C30693
H34295 D33086
S26674 H37363
S4684 D33496
D22768 D35128
S17603 D6712
D4392 S19803
S38660 S16913
D36347 D26331
D30464 S19797
C9447 S18652
H17219 H32672
H29885 C1683
H15370 C13949
D307 S24788
H17934 S15342
S20139 C12049
C33018 D28097
C16647 D5852
S7301 C28317
C13309 C31259
C24344 H32250
D15674 C16174
C5379 C12876
S23856 H29948
H24802 D36929
H7281 D7203
H21049 H35307
H19794 H35753
D3425 C29616
C35959 H19333
H33989 C14542
D19230 C6903
D22374 C10199
C2782 S10699
C31857 D27626
H21467 D36195
C16774 C16884
D9380 D28213
H960 D17783
S29514 D12855
S120 D15041
C35527 H17035
C2318 H35294
C25980 S16359
S16051 D7980
C20662 C3031
D15600 C5219
S33586 S28683
H208 H26588
H13664 H18432
C33142 D11884
H29385 D17455
H1433 S28013
H16241 H15985
H30055 H12935
H15470 C14749
H19417 S36572
H4565 D31940
C2062 H5315
H32206 D15002
C1107 C7703
S32032 C31435
H21169 C16786
D32297 S10799
H886 D29795
C1169 H14135
S13453 C21928
C7433 D19313
C29513 H1191
C34070 D26860
H4031 D14514
S8031 S26418
H17485 C32605
C32979 D22753
H22663 H9060
D13460 H17220
S33203 S22850
S20896 C25677
