44582 79162
C23349 S8239
C12153 H7050
H2290 S5596
H19388 S28576
C405 H16792
S9681 D30415
D15109 H37267
D27966 D28464
C5472 S30965
S461 C21719
S2486 H304
S18058 S6157
S17238 H39701
C8252 D22293
S38374 H13455
S11328 S6440
D2679 C205
H14779 D12188
C42386 S35166
S3953 D27211
S33800 C10869
C7720 C19392
C30104 D31542
D19654 H11863
H31327 H33481
H23236 D35122
H10867 S32757
C37239 H13252
D14447 C19976
H35035 C15220
C1146 S22564
H41522 C4125
C21652 D36746
C17839 H28661
D18988 S38357
H20990 S41476
D2256 D2448
C42960 H26938
S28878 D17637
S38862 H4892
H10440 C9514
S5008 D30827
C7816 H35919
H658 H38936
C31295 S9953
D6541 D31242
H9171 C18867
S16838 H43034
C9389 D11720
D7015 S16477
D17683 S29668
C4439 C14223
C39638 H3068
S37272 D38353
S43905 H4180
H16863 S31064
D25756 H42673
C23404 C39766
D10289 C32185
S21393 S12937
D12459 C2074
H2509 S3875
S11439 C18852
C39682 D34325
C44088 H20328
H18519 D17395
S32198 D30163
H38390 H7266
D27619 H41769
C201 H42815
H3024 H9809
D11238 H30631
C26120 D33544
S31752 H42907
D39907 H20304
C28100 D3346
S39923 C4393
H15161 H28863
C22206 S18963
H32898 S1522
C42867 D37231
D24060 D10121
D30562 S34348
D31788 H17840
D23328 D33067
C13294 S26556
D4851 H21520
S19025 C17907
D13567 H28084
H33846 H6390
D43885 C3750
D30841 C22495
D43435 D35678
C8510 C5755
S9724 S27014
D23599 D9562
D33892 S40932
S35798 H24888
C33471 H12187
S28938 D36220
C8782 C25321
H7400 H23870
D16802 S2352
H31964 C33955
C5950 H277
D15306 D25738
C27799 S9511
C24972 D31692
C32627 C14332
S37326 S13481
S43141 H11443
H2492 C23571
D29272 C33173
S39379 S13128
S1638 D21565
D28739 C18515
D29681 C36355
S3765 S42734
H25842 D41515
C19501 D21507
C28160 S21962
S42184 H39575
S18441 S7641
S41008 H4784
H34464 S35087
C43528 C41177
C37519 H13514
C16025 C5946
C29163 S23798
D797 S20732
H22825 S37437
C5190 D13666
H26403 S40267
D38389 S40039
C32433 D7232
S31343 H40664
C43027 C14630
C36074 H15583
D12109 H17879
D38672 D27579
C38084 C11194
H19644 S7947
C6101 S41243
S7757 D30837
D14704 C39578
D26450 C32170
D26602 H20720
C6786 D7534
D38649 C30306
H18132 C16892
S32126 C39380
C15637 S21373
D43475 S4714
D22205 C13934
D15078 D28322
C37061 C2528
S29003 C1630
C11418 D22772
C22015 C14019
D16168 S37984
C39489 C38746
C20041 D30202
H42440 D28966
D43994 D28671
C32913 S12073
S32702 H43169
D6843 S35138
D18106 S26218
S20376 S4673
H5907 S38152
H23338 D39738
C12045 C20376
H41453 C3053
D22684 H27213
C9764 C12823
C11534 S10673
H35988 C14680
H4983 S19198
D28005 D7339
S2123 C24199
D3575 C38636
H5427 H43319
H25682 D13666
C34313 H15511
H26094 H38658
C35599 D639
S16863 C31417
C34973 C37972
H34564 S34403
H14703 C8666
H25876 H10564
D171 C30911
C39017 H11833
H29415 H27799
S40028 S6457
D8571 C43405
H43087 H43459
C17127 H35055
H34180 D23668
S7281 C27329
S39238 C8670
D10312 S4331
D18358 S10336
S29535 H38229
H9782 D22200
C28930 S21798
C17832 D28769
D43346 S23689
D30585 C14073
D4397 C16931
S17411 S35458
H23264 H9733
D27194 H34111
D1568 S25573
C35302 C17858
H28242 H23839
C25236 H32077
C21592 D25405
C13675 C23180
D12067 D26149
C18367 H30055
S29138 S9624
C12521 C29292
C4125 D35018
S24201 D18092
S9893 H31626
C32655 D44162
C32246 S4584
D43282 H22507
S2050 C3282
D1346 S25628
C41530 H36078
D29849 S30462
H37243 H7225
D31411 D7175
H19629 D23053
D15381 D21896
D16409 S40107
S14485 S15452
D31263 C36607
C18481 S34671
C25069 S2167
D31809 H40064
H9724 C10462
D33584 C12314
C19854 H21156
S21758 D19054
H35009 H23029
C44022 H28595
C21488 C22338
H27975 H32167
H16775 S38719
C22708 D17190
H4847 C10864
H2913 S3058
D14995 D3109
C15909 H13960
D44356 H36273
S15703 D20526
D43976 S37153
H2504 S2732
C32753 C42154
D20016 C38221
C6485 H23678
C20906 S16839
C2073 C29696
D24249 S34531
C39291 D19668
C12657 D5797
S39449 H12125
D28052 C9573
C17649 D43179
D23840 H1647
D41691 H10851
S9941 C5051
S11545 D33162
S32855 D36500
D39393 C24967
S31665 D22692
C6733 H23258
S4801 S14531
S31032 H8508
C16274 H7327
D1 C11137
H2815 D23404
S29201 D36895
C13718 S10650
D16296 D11091
C9420 S22514
S32364 C39273
H23049 D24788
S13354 D44345
S35893 S5827
D38870 S19633
D39347 D21362
C19295 D13622
C21989 S3832
S15296 H11525
D38933 S35566
H32241 D26079
D5159 S29780
D36607 H42292
H30906 H39760
C17447 H6311
S8585 C16215
S10898 C4169
C34787 H26149
S2738 S8213
H18512 C18064
H15952 D37895
D22116 H28075
S435 H33242
D9315 D7769
H4741 D14470
C12102 D36150
H41054 H22728
S32784 S27148
H29185 D25088
S19634 S35544
H11861 S7852
H17105 H6281
S29764 D11107
H32484 C5247
S19913 S10627
H1589 D18415
C21302 S14362
C10850 D35679
D17867 H34421
C29831 D18120
D31039 D2964
C2737 H44069
H14364 H30888
S29339 S8598
C9189 H32195
H10887 H21510
H43166 D41887
S43179 S11234
D12482 S17555
H924 S7318
H19806 S16180
C31617 D29202
S23477 D15580
C16283 S32489
S35891 S18749
H40839 H33163
D4970 C12728
H41588 D24908
H14381 C16783
S10838 C4270
S33275 C24511
S36075 S17880
D16354 H13242
S4669 D11059
C13424 D25726
D26753 H30124
C31446 D4659
C35924 H39036
H16778 C39648
C30118 C9706
S37594 C5389
C41621 S25837
D9311 C17543
D10810 C31874
D28270 H37140
C23175 H32725
D12557 S12841
S9026 S20009
C14935 C31591
C42812 S13465
D28652 C36129
C11569 H24990
C32828 C9800
S40252 D5300
D19870 H5063
S5982 D9295
S27827 D13661
C38094 H7782
S16152 S28387
D41524 S13575
H41220 S880
S38741 D37136
D33390 D3045
C27033 D14504
D31455 S41688
H33792 D40619
C23582 S24206
H5874 C38980
S3110 S41592
H29177 C13597
D4013 D28685
H15288 S33702
S37337 H12189
S34461 H31358
C40803 C76
C27315 C30113
S17123 D27237
C24443 C25431
H17325 C11993
H32136 D13035
H2053 D4632
S41188 S25020
D37745 H8879
C22176 C27464
H32595 C9042
S26720 S37310
C42745 C40619
C26486 C15851
S14233 C4990
H17682 C27431
H33331 H13825
S27095 C25709
H18526 D15298
S1763 H19632
H12040 C30184
C33556 C14438
C36214 H842
H36918 S22445
C19919 S9707
C22362 C38442
S15573 S36835
C8577 D10588
H11928 H34993
D24881 D11248
S27366 S40182
C21888 C22643
S17232 S26947
D4550 S36784
C29907 S4035
C20776 H40919
D32815 H39573
D24841 S28452
S27418 H38048
C10053 S13414
H4561 S23092
S5719 D8954
S4763 D31503
S32042 S32045
S7933 D44052
S25822 H17577
H18148 D38375
H23715 D36736
C24386 D31741
D26957 D3045
C37845 H27117
S42323 S8083
D694 H39766
H34543 H20109
H2635 S36676
D24358 D4425
D6698 H18969
H7150 D33072
D32078 D18084
C890 D27043
H13587 S14666
H21329 D14360
H32680 S7318
D4464 S23089
D12426 D10005
S40726 S25176
H16120 H196
S12188 D32538
C7841 S9716
S13234 C20054
S8010 S35191
H16407 S18757
D43979 H15900
S5777 C42228
D39704 H11093
C16293 C12010
H5976 D22598
D42239 S35210
S42098 H23177
S43665 C36862
D20604 C12048
D11921 D38920
H36657 H28915
H5564 H19710
H22453 H22039
C13673 C1101
H31737 C10330
D19398 S25849
H2384 S18941
C38305 C2390
S10679 S19571
H23303 S33719
C5473 D15900
D39885 D33069
D10854 H44339
D32732 C11989
C43784 S12479
C27637 S35356
D13997 S24811
C37125 D24320
H15043 D40722
D10956 C5127
D19371 D13760
C25052 D5970
D40593 C39129
D7555 H43856
H14288 H18069
H3320 S17521
H4757 H28499
D1033 D44500
C3156 C30407
C14562 H7497
C30279 S10558
D24691 D14130
D25357 H8303
D7347 H25134
C39002 D1544
D20195 C31459
D27899 D29925
C27423 C1271
S1190 H33165
S20051 S36366
H4264 H19413
S25460 C14926
C42493 D7292
H41294 D30955
H8629 S11668
D12194 D4082
H31573 D34165
C40036 H40032
S23227 S43392
S16438 S19637
S30693 S1596
C30696 S34016
S36061 C24286
D26861 D43677
S13548 C7406
H22272 D29086
H21416 S21850
C8154 H44031
S3556 D39171
H26953 D17645
C35176 D10563
H13743 C32983
D30641 H29898
C37472 H13267
H20593 S17294
H5899 H26278
D38719 D29247
D7317 S35072
D37282 C12887
D13835 C44531
S17617 S41573
D32559 C39372
D1887 H37027
S43051 S33480
C13428 C14667
C9361 H11633
H6971 D5272
S22805 H43564
H26834 C44408
H38699 S11527
C35096 H44080
C32679 S2444
D14815 H11336
C28395 C18163
H31185 S39300
S11190 C28297
H41552 H11342
H14451 S40565
S33773 D17173
H6630 D31162
D13094 H17336
S5213 D5517
S13428 H14129
D43110 S31471
H10268 H31976
C40104 S41833
H579 C23964
H41653 H13869
H32945 H28651
H40768 S39533
H1600 C7194
H27362 H20650
C11854 D35779
C26383 S519
S21709 S8748
C8153 D33308
H24129 C5560
D4290 D21518
D20534 C15303
S25835 C15878
C26255 D31322
D33867 C8695
H23962 D21690
D27240 H2813
C24915 C11855
D22564 D5773
S8286 S22377
S39157 S25939
C33373 S37078
H40330 H42187
S6388 H18534
D12789 D3315
S1149 H44065
C30877 H40169
D1853 S42203
C6688 H11580
D43924 D2432
C44066 S34987
C11599 D20509
S24276 C43317
D10462 H8247
H21476 S36959
D32060 D19695
S14417 S3042
D13550 H16661
H5121 C41674
C10537 D15979
H19408 D33518
H4609 C36722
H8395 S15735
S6005 H21352
S29898 C2222
D29123 S16350
S41421 S23329
C2187 C3009
D41050 H40995
H26347 S38766
H30150 H36422
S13694 H29480
C8018 D37771
D26681 C36981
H33877 H517
S30222 D17402
H39654 H11288
D37024 D20317
H27099 D23999
D28427 S5535
H30368 C21544
S1389 C42775
C15529 C13834
C919 C35891
C26653 S13988
H27976 C11094
H41171 D9059
S37830 H13611
H39062 D30176
S1434 H7827
C14987 S37229
C4275 H33705
D6768 S23707
S26611 C20883
H3222 D38918
D37943 C23123
S3023 C11124
D4626 D8853
H16311 D12806
S9181 C27342
D10160 H14059
S34754 D17111
S26887 D14660
C18747 D24918
H28687 D23034
D32989 C15190
C3468 D36084
C35194 D27148
H31316 H42588
D11834 C12295
H30748 C31161
H42610 S36123
C16784 H30525
S23124 C6647
C20883 C5625
C23434 H22230
S14700 S434
C9753 D16856
H13671 H29328
H28021 D33088
C39229 H16296
D10972 S30865
H4768 D42685
S8330 S38607
S17750 H41658
H23731 S37411
C13962 C14883
S5238 C35747
D9661 S13490
D38902 D41762
S18643 D27966
C11236 D35008
D22019 D9334
C37661 H27439
S4643 H16221
C6980 H42876
S17561 S32649
C27376 H5995
H6939 S18465
D7951 C33280
H13032 H38618
D16465 S14192
S30316 C34379
D42552 C24995
H11309 S39943
C19037 C5065
D2303 H10673
D7565 D13973
C2343 D26251
H30184 C35910
S23504 C23116
H44475 C17839
C37171 D25626
H40045 D12537
H42605 S8969
H34977 S29501
C3470 D43960
S29130 D3546
D18606 D42082
C40858 D1943
H15166 H31864
H36311 D41783
C34699 S22114
H5025 S5279
S40427 C16132
D18417 C7312
S16411 S20583
D6050 C25167
H26153 S26483
H3986 H26664
C1523 D27887
S12602 D37194
H30741 D42628
H29649 C25481
S19454 D2575
D27840 S41569
S33846 D25959
H10802 S12439
H16969 S22702
S41441 S31736
H13844 D2220
C10558 H21090
C1127 S40265
S31895 S28165
S16396 H24166
D4444 D31899
S25194 H38223
H4726 S6228
H26347 H11547
S5287 D11207
D14364 C23332
C2377 C3461
C14530 D41678
S41640 C32676
H12102 S39678
D43763 C7821
D10713 S40925
C18745 C22283
D28941 C43653
D23764 S29308
D40961 D22452
D24956 C5876
D11554 D40652
H6073 H35540
D7287 H14646
H8209 C1650
C11620 C14691
S25519 C17542
S4548 S32801
C233 C44171
D23090 D14673
D547 C24731
C43911 H33973
D11642 S15926
C7825 D25861
H19904 S24866
D30717 S31404
S4389 C351
C9844 C39247
S40651 S14641
S19999 D24386
H14354 S24842
H15851 S2106
D22137 S23086
H21853 D856
C17010 C10293
S31671 H19294
S35613 D22855
C7346 D43332
S23274 S1870
D35698 C28938
H20040 D18401
D35231 H6833
S43241 D15136
H35382 H12692
D9727 C19807
H6968 C41215
C14260 H18159
D9332 C36063
S24229 S5328
D31864 D34348
S4910 D34451
H33731 C23959
S5462 C34714
S33254 D12241
D41451 H35188
C42359 D23684
C11677 D18672
C21233 H17328
D39924 D3290
D36480 C39992
C36080 S21029
C789 C27941
C26937 H41528
D16097 D38284
H12177 H39403
C36041 H4442
D15643 D14533
H43598 H8627
S5602 S22162
C26032 C38110
H41141 S143
H30547 C33551
D34286 C12561
H8814 C15947
H3606 C35453
C11738 C18944
S14194 D4006
H37896 S5489
S29457 H24029
S43901 H19030
C5447 H10444
S38357 C38852
C18395 S30279
C40511 D32049
H42923 S32006
D34349 C36193
S36286 D23787
D593 S1989
D5549 C5308
H17799 H40980
H21703 S28891
S10217 S20339
C17763 D7757
C41638 D41631
D8465 D24497
H40640 S12183
S38931 D26907
S1268 H25452
H32990 H17576
S40726 S26276
H30789 S19641
H25204 D27050
S24367 H7783
S36263 C43804
H27898 D35376
D15387 H11627
S21629 S25529
S7928 C5274
H33347 C40394
S37251 H10723
D7458 S41111
C14256 S3864
S1641 H17601
S29635 S4065
C17643 S36790
D16651 S38714
C11990 C21863
S23486 C43631
D38658 C2201
H39950 S2586
H12838 C11306
C25788 D13995
C28751 S11578
C23683 S37422
S38553 D7107
D10808 H6778
C32121 D28767
H11193 S44082
S26799 S35701
C32655 H41420
H18767 C34533
H31280 H40989
D42249 H18903
S29493 S8919
D42607 D33393
H4095 S42879
C13218 C5615
S40334 C36699
D7077 H39727
S37492 C9974
H37882 S7280
C15958 H8510
D7198 S18342
C12028 C27243
H16891 C14616
D8455 C15710
C29300 H36556
C23685 D21575
C13401 H27811
H16803 S21708
H40460 C11016
S7945 S18610
S23927 D32501
C20676 C17666
C43878 C23163
H43691 S43991
H35240 S11970
S29536 S11247
C16465 C1617
H2854 D29300
H28405 C9817
H31107 H15549
C1846 H44227
C16498 H38376
D11685 S37246
D9695 H15738
H9656 D37911
H35521 D12726
D27576 H28124
S22140 S15264
D28270 C32282
S43939 C1852
C33455 H27198
D27850 S17039
H29195 S43072
S16624 D42360
S29010 S26633
S26193 H12727
S43035 D31761
C36850 D43658
H29957 S41412
C30744 C41169
D20597 H25936
C30304 H5803
C14433 S38700
H4434 C27443
D12488 D39129
D19676 H40518
D8773 H33643
S965 D1243
C43015 S4533
C11992 D34410
D40458 H17238
S26555 H29825
C24636 S23932
C13996 C20886
H8520 D32672
C31700 D26097
C5953 H9440
C11399 C24912
D6219 S8563
D11728 H13975
D13148 C37771
D8697 S19487
H33765 H35388
C24481 S30902
D44073 H28881
H25140 H6312
H28840 C27901
C32252 S6221
S9232 C14872
C2451 S44285
C12612 C29413
D41272 C12187
H11566 H21728
C11993 D38985
S39686 H1824
C33888 H22606
D12014 D22255
D10701 D27922
D8490 S3520
S2469 C14643
H16031 S37838
C12139 S27647
D8664 H1544
H8822 S21700
S28156 C24813
C16511 C7086
C16721 H27610
C42701 H1325
C8390 C26016
H9732 C37706
D8479 D933
S34518 D18772
D11792 C34661
H4774 D18355
H44454 S29850
D36408 H3513
S10653 C43380
S345 H16142
S14888 H5009
H7807 C2230
S13447 D4405
S17335 D22003
H8433 H29378
S6957 D3049
C26386 D20783
D33547 S12994
D2113 D41717
S26436 D20329
C6132 D8276
D6553 C5634
D42692 H37683
H37972 H29711
H39944 S39521
S1682 S12161
D24986 H16419
S21487 H20954
C24166 D34467
C13398 S41293
S17655 D7337
C20614 C5303
C39359 S13605
D21039 D2312
D42462 S30030
C31380 C8287
H34078 C28877
H20107 C18221
S19922 S15012
C2338 S22860
H4355 S32538
D30640 H19834
C892 D15499
S21479 D28488
S546 C5072
H23429 C13112
H5827 D1290
C11568 S38692
C9586 D8072
H33345 H37912
H23685 C7390
C13843 C11743
C21909 D8910
D15312 D29580
H22958 H19366
D36532 C11169
H1408 S1060
C5880 C21621
D30031 S19178
S4786 C11889
C7800 C31849
H24114 H21116
H5547 S28213
C20220 H1001
C25845 C35495
H1545 D32864
S4500 C40706
H24687 C36588
D25342 H7234
H41093 H21923
C25718 H3758
C31900 S8776
D21944 C7304
C24569 H41795
H31453 H10165
S7361 S8458
S23816 D20309
D6189 D22039
D8244 D36778
C33888 H6318
H20829 C7986
C27832 C29381
C24952 C21855
H30329 D41767
C33374 C23925
S40297 S9904
H28305 C29594
S9906 D15902
S26193 C23697
D12735 S29500
H23351 S26956
H13758 H9506
C31013 H5347
S28783 S32392
D43992 D12914
H37821 C13966
S28555 H44150
C13869 S39226
S23283 H12180
D29168 S2196
H8646 D27471
H43223 H11274
D29474 H29489
C27392 D20624
S26605 S31743
C11690 S14081
S22593 S8864
C34413 H21594
D35786 S43769
D42396 D7984
S1785 H27602
C20369 C31444
C19979 S37246
C36411 D22510
S29407 D5734
S21132 S36113
C42333 C439
H3771 C40327
C1076 D41980
C11603 S521
H5836 C33728
S26614 H32637
H19766 D35129
H20821 D4377
D28330 H35485
C15647 S38130
H12555 C16632
S5742 D27318
C33276 H33771
H29609 C27924
C10553 H44524
H24430 S11255
D42614 D42113
C14710 S22375
D4366 C21435
C9244 S6191
D12867 C30901
C23486 D6570
H18936 H2942
C14448 S22467
D37231 S10047
D28600 S25147
H41403 S11863
S2398 C11339
S29497 H37075
S14640 C23154
C21638 C4501
H30617 C12825
D3410 H19983
D44114 D20853
C10199 C28838
C8500 S4047
S10992 H26449
C21591 C21162
H40550 H37706
C153 C34430
C18945 D40936
D496 H9457
D34063 S42489
S14313 C6899
H8656 S20147
S5222 S10601
H33144 S9170
D24140 S44319
D37029 D37151
C32306 S4335
H38822 D729
D10557 C22133
H34722 H22645
C719 C12920
H35850 D1351
H3379 S25089
C16195 H36774
H42148 S17510
D30391 D41405
D41050 H729
H4052 H12921
H13081 D15626
H41796 H23130
C2340 D33233
D20419 C40809
C11457 D2763
H37983 H10301
H20838 H39944
S32106 H11454
C35871 C19525
D4515 H38283
C44441 C17640
H38375 S3348
D937 D35621
C33773 S38056
H27435 H30981
H12810 H27142
C19738 D35765
D6432 H3735
D38610 D12914
H37875 D15922
S34489 S26234
S16462 S12882
H26239 S16175
S25614 D10698
D294 D14972
H14281 D8244
S23403 D35023
D25251 H42669
H28917 H13289
D10924 H3048
D36048 H40475
C42305 S5237
D43969 D44343
D22428 S6535
C16150 S33645
C7648 S18725
D402 C7836
S7371 D10490
C9651 S34917
S22959 C12957
D10207 S39547
S14124 D850
H32992 D14831
C17024 D21658
D6801 D28313
C33218 H25234
C9180 D25135
C21642 D26863
D25682 D34085
D10472 S770
D40939 S33863
C6986 D24561
S36795 D43161
H20518 S31921
D21223 C25431
C26857 C10389
C361 D22845
S22303 D4711
C24636 S1663
C23105 D12246
D12505 H1119
C1396 H14898
H4754 D34333
C33003 H25958
H6066 H22553
D14015 C42383
C9012 D31002
D28171 H19420
C32957 S41005
C38952 H16673
H2464 S28235
C24326 C4590
D23136 C34383
D13836 S38647
C5492 H28684
D28530 H4148
S25748 C26419
S40376 D39616
H34182 D20243
C27574 H15929
H17931 C28873
C21668 D32097
S34476 D1936
S40088 S39450
H3301 S21871
D14357 C32193
D21576 H11815
S14817 S41249
C15807 S2432
H10337 H4540
S19592 C29136
D29893 C1024
S41959 C24790
H25792 H22507
H42821 D3006
S44496 C19199
S26279 H39813
D15486 H37727
C12309 C19982
C10254 H8777
H33261 C40000
D152 C24176
H12218 S25406
D35930 S11850
H38759 S8722
C1710 S15501
H37741 C35486
S21310 D34107
C15196 H31341
H26731 H18147
D22240 D11354
S24231 C20890
H19639 D2810
C11027 C25853
D35515 S13814
H21438 S7566
D43321 D44185
D39625 H21993
H39353 S25067
D33794 C21425
H35971 S26391
H805 H32696
H13822 D36189
C1145 S34292
C29731 H2798
H10239 C10427
C32959 H2321
S414 H14125
S27083 H9514
D35634 H28706
H253 C4191
S11378 H14480
S26880 H12902
C924 D25759
C30991 H41054
C10008 D29000
C11128 S42708
C11737 H12125
C3578 D9958
H12784 D11418
D15486 C30813
H10358 D12650
C26678 H1268
S27659 D33470
S26441 C13386
H1858 H40113
H35604 C29246
C22589 H10351
C26479 H2350
S26879 D9868
H43427 H33186
S30609 D22223
D34793 H41940
D39994 D17679
C23108 H5359
H42028 S3978
D22425 C18692
D35778 H8894
C3892 C28092
C42064 H22833
D35644 H28246
S39613 H8474
C5224 H5962
C16681 S14779
H29977 D14180
C26504 S42355
H5956 H5562
D8857 S15438
S19443 D7817
H38549 C24929
H27389 D20153
S26617 D27710
D32094 H24616
C5471 C14690
H9248 H25274
C1356 D9578
S32624 S1484
D28965 S19268
D23977 S8380
D50 C7311
C33120 H7755
D5479 D39039
S16819 C42782
S42991 D8080
H217 H15754
S19536 S35296
C1341 C3381
H8547 H31199
S25233 S31763
H35517 H15050
H13807 C40528
C4719 H24397
S39459 S17721
D18393 D38949
D28297 H25557
S772 H41630
C40854 D23165
H30495 S20597
H19944 C28202
D16601 H1706
S24918 D21110
C42893 C39842
S36240 D18473
C44464 D33923
D42202 C22020
D6435 H36168
H22840 C16868
H6641 D16837
C10758 C13566
C7673 H9487
H37500 D33747
D20611 S22503
H37033 C14255
S32932 D1764
H9816 D6209
H7249 S22728
D25412 H20918
D1540 S35864
D20070 C16094
D37404 S200
S10883 S5697
C17195 H16505
H44251 D5410
C44344 D1502
S11107 D33853
D21056 D34854
H5571 H35890
S21618 S29246
C21846 H17921
C13094 S3769
C22974 D12617
C25976 S13360
D1233 H14345
D3730 C357
C42602 H21232
C4646 H30148
D26839 S7551
S8766 H6669
C19925 D13600
H40385 C29272
H19068 S33132
C24796 S38747
D24991 D32928
S9158 S36254
D31076 S16050
H25178 S15912
D39681 S31443
H17372 S20690
S38726 D42909
S7421 C42252
C30959 S9157
D19521 H11657
D884 C40541
S38778 D6209
D25002 S11966
D7188 H27167
H12641 C15649
D38952 S20473
D41107 H29177
H15518 C28872
C37171 S5301
C13345 C12922
C28362 H22293
S43535 S33371
D37667 H18297
D31668 S2300
D1841 C42002
D40064 H36366
D34087 H40766
S32427 S36495
H27068 H26563
C13583 H10339
H1735 H39129
D41953 H22867
C1032 C5147
S25400 S10777
S41168 H21632
C12172 H17138
D15952 D19669
H44518 C22056
D41814 D10811
C5744 H8222
H8335 D31330
H8340 H4875
D41196 H41686
D20246 S3150
S11517 H2309
S25228 D38812
D24128 C7537
D8147 C3003
C26941 D31415
S25105 C19788
D11459 H41123
D12608 C2970
C283 S36847
H30809 H8832
S37421 S12106
S28527 S16115
D12143 S20677
S17364 C14102
D41732 S32447
C37368 S6889
D29932 H2516
D15673 S19684
S26941 C19289
S34230 C28089
H13640 H11558
H15492 H1100
S13320 S41057
H37700 S33784
D36286 H16244
C11034 C37662
S1536 C42769
S26466 S31036
S35092 D21951
D16719 D34247
C15716 H4812
D31340 H12846
D42515 S39742
H30163 S10364
C27689 H16323
S43567 H30508
C7808 H15515
S36575 H43902
H37602 D39925
D33242 S734
C24608 H12875
C30790 S24202
D20002 C14416
C13116 H764
S15261 D12108
