19743 48185
S8583 H10237
C17600 H18015
C4228 H6823
C16322 D18329
H13418 S4930
S17221 H7925
S5006 H3749
S9050 D672
D4275 C16591
S12776 C16183
S11699 D4244
H15977 H18601
C6315 H426
H16387 S10371
D9070 S17893
D16293 D15504
S15836 S15958
H8775 S7013
C17018 D4250
S4295 D13733
C13629 C130
D11383 S8001
D11429 C14084
D17272 S1399
D11895 C13854
C12905 D15431
H17359 C815
D17195 S15620
C1964 C2289
H13409 C4982
H14382 H2448
H1645 C7191
C3742 D9918
H9430 D15603
D17279 S5060
S10626 H11141
D17944 H3062
D17339 C11323
S17987 D12341
S4308 S5829
H5114 S4086
S159 C3964
S14380 C14962
C13132 S11884
C2652 H17283
C17347 S6078
S7114 S4942
H13988 D4257
S7864 D7338
H17854 C15507
C2622 H17571
H5387 H18518
C16207 S10633
H14228 D18194
S16242 S13646
S6095 S7697
D19683 D6400
D11801 H7092
S4892 C18406
H3588 C4916
S6945 C644
C8647 S12336
C2381 C11454
H410 S404
C762 C1977
S17564 C15883
C9005 S7715
H10846 D5733
C10229 C9000
H9504 D19523
C5461 H11125
S10747 S381
S16688 D10591
C12239 C8433
H14466 D11010
C18609 C8703
D1827 H19208
C7162 S6370
S15391 C13487
H1965 H2428
C10407 D10011
C12687 S5914
C2058 S9024
C12057 S18002
S5439 S19511
H14661 C7052
S15474 D14677
S12456 D10829
H4229 S15810
H17470 S15175
H9284 S14276
C13073 D18469
C4485 H680
S3283 S12282
C17092 D1313
C3743 H1867
D11725 S1891
C415 C4510
H6178 H17666
H3876 C16245
H13443 C348
D12903 H5589
H10381 S7892
D15500 C10846
S7310 D4916
H943 S2807
S2655 D5111
S8173 H13077
D19026 C16622
H6074 D8973
C2684 S6864
D6082 D4626
H13615 S14
C7746 C17189
H4239 S17353
D15906 H18449
D2817 H8198
H19437 C17065
S4638 D12622
C2747 S11158
H9377 S12129
D6232 C14566
S2533 S2030
C10073 S402
S13862 H19157
D7143 H13127
S16002 S14889
D1250 C8628
C206 D13383
S7110 S7749
C7442 H10592
D3198 C18507
D3806 H1831
C15730 C377
D8227 D6447
S19353 S16826
C11313 D14416
H6844 C14926
D7052 C2195
H17339 C9578
H10529 S3024
C4378 S15946
D10492 H14982
D17766 S17819
C5208 H4275
S9652 C17066
H446 H242
D1575 S1985
C19214 S16982
C6744 H19713
C14646 H18052
D11817 C17838
S5610 C16354
D5119 S9276
C15018 H664
S7716 S1736
H11708 D2230
S1942 S13127
C4465 C11410
D13385 C9503
D18694 D11489
D365 H605
D8951 C3411
H19542 C13279
H5638 D2607
C13727 S19557
D8480 D8568
C17140 H13584
H1933 D10443
H4472 C19648
D13593 C4272
H19669 D1068
C10060 S16448
D2552 C622
C13171 C12298
H3242 D11368
H3758 D9327
C16878 D9907
D13420 H17267
H454 S7411
H4268 S2383
H8324 D7884
H4379 C2861
H8974 H15162
D13917 C498
H7838 D17635
D18517 C19326
C11906 S16778
C18726 H5652
S18170 C18251
D9338 H14345
S18342 C13281
C5567 C3837
D407 S4455
C7475 D4607
D5584 S11616
C17098 D10320
C1401 S7778
S2002 D587
D13545 D7392
C3142 H14460
S6151 D17412
C8787 D4386
S9364 C15119
D15626 D1859
S944 C19730
H2812 C2742
H1326 H10165
C14096 D8341
H4954 S16207
D11468 C17244
C2629 H13845
H17312 H2246
H3717 S5209
C18899 S9046
C12911 D17035
S5175 D14761
H5189 D5636
H8553 C3256
C5787 S26
S7155 D7726
D7434 D8933
C17376 C17170
D8699 S18314
C601 D19306
D6081 S6507
D13956 H14471
D1057 S1857
D2732 H285
H900 S11493
H1094 D3026
S6184 C15420
S18464 S10288
D12919 S16485
D19411 H11534
S7916 C15254
S8536 D7162
S4786 H9576
C3852 H4746
H5235 D7656
C19570 S5200
D16119 H2875
D10205 D19218
C18488 S8003
C7465 C9993
D3658 S2573
S4708 S17616
H4434 S13747
H9548 S2232
H1125 H7606
D14902 D8388
D17309 H3041
S14537 H1781
C12929 H18520
H15578 D10562
S3200 S12025
S15949 D4082
D9915 H1849
D12413 D7868
H18265 D18122
H1218 H12141
C15925 H4781
S13059 C6658
D594 C12035
D7677 S16815
D13638 S10249
H13965 S18970
C4179 C790
D19315 C11360
S11616 S16051
D17348 D4731
D3643 H17323
H16711 C17005
D5412 S16394
C8324 S14881
D11384 H1891
C18082 S7969
H6588 H5012
H15672 C15553
D10625 C2275
C12000 S15819
H16966 S18648
D5903 D6404
H10696 H6989
H1880 C2214
C17081 C5412
C10626 C4662
S244 D17313
D12515 H8071
D6379 C2120
C4591 H14980
H17955 H19464
S18133 H15389
H8956 C4303
C7176 D10161
S6140 S18526
S12489 S19170
S17267 H13366
C14245 D8378
C10976 C10465
C10119 D16889
S15988 D14047
S11808 H15997
C19648 S17649
C12097 H8999
H1437 D5734
D7975 H17170
D16297 D7178
S9930 H4993
C6022 C8550
S3477 D14798
S19201 D18353
S17875 S7865
H16665 S4608
C15711 H9845
D1589 D12717
D516 D12659
H12856 C7418
C16138 H3026
S7847 D15741
D19593 S2595
C16150 C12051
H12498 S7446
S4263 D11489
H12143 C3048
S15676 C18052
H13564 D15692
S11303 C14836
D18669 H10788
S19277 D18002
D19482 H5710
S9272 H8894
D6524 D3765
D8367 S16369
D19581 D16278
H5309 C2973
S9203 S16265
C16211 H5566
H12035 S1893
H11656 D10251
S2703 S3041
D8328 H13502
H6972 C8964
S830 S10432
D16595 H16645
D12135 S12778
S8515 H17254
D6001 S3250
H5192 S18907
H5767 H17037
S15417 C14486
C3933 C6655
C12531 S8712
S3757 S8416
H15563 C5708
H15205 C3314
S13212 S15245
C13576 H4537
C2015 S16121
D1782 S12133
C3009 C13036
S9548 S12458
H607 C6995
D17035 H10699
S2421 S1434
S12477 S13568
S15320 H13123
D11044 S1315
D2819 D14209
D18897 C3466
H5458 H19040
D13228 S5279
D6577 D2289
S9608 C4261
H17548 C6624
H15776 H4610
S7936 S13912
S10129 H19704
D5190 S14095
S10790 D12044
D318 D9534
S7158 S16203
S7887 H14191
S14318 S13510
C1650 S16717
S101 H17839
C384 S1626
H3678 H7973
H11483 C1298
D19675 S12178
D17838 S8190
H12782 C11808
D10731 S4063
D3260 H5102
D11594 C3620
H7691 S4541
C19001 S16219
C15886 C12809
C4655 C2996
H5747 S14118
S15482 C18455
H17877 D1980
C14500 H3910
H3482 H9145
D6520 D629
H4321 D14733
H4427 D2764
C14407 H9492
C11229 S7625
H3042 C12664
D4199 S12396
S14932 H14143
S3419 C7966
S17526 H13854
C12924 D5644
H2236 H19415
D5184 S18961
D3480 C2666
D9950 S9838
C4042 S1768
S8990 D14348
C8947 C10872
D5188 C19068
D18063 C4087
H14844 D2968
D3907 C16040
D7797 D12337
C2034 C19639
H2095 S13218
D9195 D5320
D13823 H15130
D8680 S13442
C12767 S13128
C2349 C7251
S15636 C7693
H8163 C10740
D4728 S12461
H6590 S1094
C13737 C17020
H3648 H17260
D15311 D6398
D13365 C2567
H18763 H10850
D3268 H14249
H5943 H5094
D6956 H13699
H766 D9950
S13200 S8178
C16932 H3835
H15664 C8467
H18852 D3634
H7321 S1117
H16984 H13670
H16364 C18748
D10232 S296
S8615 H1453
C12186 H5335
D5681 S16708
C5788 S11460
C19368 C13837
H13997 C12442
H8788 D11815
C17089 H17718
H15923 D6561
D18892 S19668
C17257 S3269
D11065 C17071
H15710 C5785
D11801 D4464
C13486 C12793
C12470 H17286
D4968 S7374
C16997 H17808
S4708 S2190
H14207 C12634
D155 S3428
C10500 C11140
D9371 D6298
C1058 S19476
C19200 D17778
C14081 H5462
S19694 H2645
D2319 S4022
H11382 C12681
H17306 S19572
S12241 C4502
C8301 C12890
H787 H5922
S17114 D7196
H6700 S14461
H10838 D5091
C13766 H6102
D12981 H3891
D7245 H9107
S18773 S759
S15904 D541
H3512 H15867
D12453 S12158
D448 C5510
D14642 H12086
D3054 C1870
H1939 S18818
C13713 C1941
D6277 H14727
D1485 D7951
S10827 C9745
C874 C19042
D3018 D8490
H12326 D14953
H9228 H5214
S6222 H103
C1314 H2412
H11692 H7575
H2411 D11082
S1373 H16715
H7869 D9676
H9359 H3907
D6839 D19732
C4959 D10004
H7451 C3703
C6627 S19179
S16301 D9426
D7274 C15511
C18942 C15548
C19570 H13379
D11342 C15147
S7508 C7307
S17032 S3505
C11484 H6226
S10560 H1249
D6133 C17045
D1151 S12780
D11656 H18930
C5309 S8378
D13814 C2147
D18050 C8104
D4219 S10474
D3492 S7172
S1848 H16052
S3716 C10941
C10634 D11026
H16746 C17567
S13706 S14962
H7884 C13816
D19740 D14645
H14858 H14364
D8429 D1969
C16773 S16846
S14076 H16970
H6924 S578
D6570 S6275
C7687 D13761
H4129 S925
H7692 C1154
D17639 C16881
H17645 C450
S16130 C3134
D8590 C5210
D3838 H11585
S619 C9698
S7357 C1349
H4243 H17588
S18489 C266
S16279 S9581
C14915 C4077
C6886 S11146
H10875 H11271
S10346 D13650
D9034 C12852
H17126 C19083
S18149 H5617
S3756 S7518
S12144 H16370
H5614 H12112
H174 C14034
C6619 C12505
S16731 C3437
H17077 C10406
H307 H14889
S7588 H16527
H6947 S4877
H19014 H17433
H3851 D5416
H10438 D9093
S2971 S14602
C3461 S3564
C14648 C15442
D15388 D8826
H13071 H10075
D15292 D13558
C8337 H1998
C6963 H11901
D12290 S10510
C19481 H11112
S5717 H10335
S3588 D3041
C15075 C9794
S7563 C13604
S18357 C3096
C16027 H1086
H12494 D5218
S9817 C5333
H1603 H6600
H8962 H17569
C12874 S16119
D10246 H6117
C1753 C19328
S7793 S2759
D16112 D4569
S14489 D3287
C2253 D10907
H5867 D15404
D3367 C4257
C10502 D17620
S3571 S16030
D577 D10420
H6397 S7471
D9873 D13674
D375 S6659
D9909 H17258
S7635 D14913
C13986 S16196
S6912 S3396
C9183 C1872
H17525 C2890
S8472 H4773
C8358 S19421
H2333 D12153
H3804 C16875
S5524 H18708
S7221 C18538
C5994 S17683
C1928 H10620
S8623 D4958
C8449 S8699
C18231 C11552
H15174 S13080
C3211 H9519
D12895 S11436
D12583 H3093
D6732 H15091
H12219 D11106
C13372 C18620
C15563 D5272
S2672 C6072
H17747 D15694
C8211 C1519
C3925 C9311
H16222 S12910
D849 S1080
H8034 S6944
H3233 D13997
C19046 D16231
H5284 S13640
D19565 H13575
H2361 S12739
C2259 D15692
C2953 C11793
H18301 D9769
S972 S12337
C13167 C18784
D13474 C4599
C18132 S6074
D11640 C5216
C17450 H133
H16616 H3767
D14915 C7313
D4245 C18812
H6656 D591
S11158 H1377
S7369 D10838
H3240 C4671
D1698 C2122
D12282 C6032
H2830 H3648
C991 D792
S10906 D14204
D3416 D16040
S13764 C8264
D2705 D10304
S18111 C15165
H17533 C2869
C9342 S7776
D4754 D349
D6140 H3716
D12154 C10238
S13036 H1904
S19356 D1086
S10972 C7358
C1806 H6247
D2841 C5785
D11331 H10213
H4915 C18126
S2530 S6671
S12166 D16062
S15283 H11573
H18487 D14643
S16983 H15492
H6545 H1433
H8384 D6765
C11722 D18367
S7439 S9776
D408 H2498
H5297 H2287
D12947 S4470
D14418 S4925
D19473 C8206
H12271 S7434
D14327 S7622
C12019 C5545
H3878 S7382
C9695 C1720
H12559 C7633
H3640 H195
D3852 H14195
H1200 C5582
S10038 D6437
D12786 S9827
C8820 D19581
S13735 D13644
D17729 S12994
C19086 C15162
H992 H4077
S3830 H3486
S12451 S8623
H10908 S1500
C15018 C11570
H18522 S18987
C12673 C18180
H9445 S11408
D3615 D14862
D14174 H18640
S17975 S15261
H2423 D8996
C11761 S16631
H9823 S7854
H9986 C19446
S11545 S1985
H1944 S11367
S4534 H7019
D10156 S15540
H5496 C16082
D15597 H15181
D8285 S11762
C12216 S11122
H11187 D10510
S9159 D18389
C3708 D18084
D13974 D8851
D15200 H19142
S12815 H19426
H1233 H18355
C16242 C11649
H11207 D11402
D12351 D14505
S12208 C4503
H13334 S14741
D603 D5780
H6877 D14243
S51 C13468
S16275 D13410
C11268 D15970
H3772 D1754
C3923 C13865
D12709 S13013
C13922 C9884
H1068 C12575
S4650 D13349
D1160 D12036
H3133 C7872
C8899 D5128
D7443 C13054
H16397 D10096
H17316 C17840
C15982 D3638
C8903 S2118
S11799 H18745
D8636 S11207
C4818 S9081
H7964 C19283
S6038 H6786
H4042 S11332
H9757 D3399
D17872 S9848
D14185 H12770
D141 H5124
D7145 H3008
H14652 S14303
C18302 D19302
H8615 H13129
H14603 C15154
C1060 H5111
H154 C13135
D3041 C16448
D961 C15124
C14845 S6177
D19011 D15582
C17706 D6359
C13153 D14671
D15799 S548
H4131 H7667
D5065 S9948
S11878 D6347
S11836 D14002
D10354 C14660
C10250 S9167
S8072 C3283
D18447 S17885
C11992 D6117
H1789 D10044
C3779 S12267
H6953 H19186
C5970 S6503
H2515 H17912
C14262 C6171
D3165 H16971
D17518 C6903
C7404 D1450
S1 S6911
H10405 C12056
H2846 C11182
D11240 D775
S7456 C7232
D15266 C12495
H1688 D4872
D19123 S17514
S2642 C4733
C3111 S18603
H6735 H7461
C17407 D18505
C15706 C11398
D11943 C15686
S19309 S462
D12286 H13154
S7769 H17908
D8112 H2297
H11016 D2724
H12814 S233
H17742 C16219
S11391 C12447
S14914 D9187
C7943 D3035
H5796 D18737
D10381 H9082
S5984 S6792
C8218 S9312
D10135 S18405
S11581 S11730
H15079 C18726
H18894 S19071
H17014 S16634
H612 S10024
D9805 D6111
S13887 S17721
C4657 S13483
S2097 H7983
C6370 S9340
D14375 C16363
C4994 D19451
C9736 H13618
S12481 S11941
C18187 H8327
S12820 D10497
H14383 D3854
S4447 D2324
S14495 D1054
S18607 D18806
D18896 S12074
C15823 S10823
H7343 S7422
S4493 H9513
H7657 C14542
S17815 C17995
C939 D14063
D19509 D14500
C10284 C2017
D18366 H6325
C13328 C3942
C3592 S116
S770 C14046
D6829 S7234
C9946 C6675
D2302 H12761
S15523 D3229
C801 H12973
D8265 H13252
C9269 S13913
S1386 D15614
D6605 S16033
C16621 H12535
H19452 S17569
H4166 D18528
C13517 H3709
S5642 C15016
C957 H8415
H11894 C8998
C11769 C5665
H6117 H579
D13643 H9102
D9999 D13530
C7261 S12134
S17289 H19383
D14799 S660
H3278 S1646
C9516 C2309
D18481 C257
H2460 C6000
C9727 S7027
S13689 D12730
C1553 D6173
H19619 H11485
D6293 S3536
C460 H19467
D4312 H4526
C6319 S8252
S5524 H18345
H17073 H16515
C18249 H1326
S17414 D18326
S8602 S13992
C12294 D564
S17780 H13532
D16323 C14853
S16357 H2187
S10829 D4795
D15644 S16643
H16222 D11452
D3089 S7797
D2920 H7077
H12804 H12194
H15882 C4222
D11736 H7550
S14932 H16041
H762 C19411
H5190 H10872
D13328 H336
H10570 D1047
S12533 D12959
C1070 C17431
H9515 H6997
H12064 S6138
D650 D7648
C3668 C17420
S12076 D16611
C2446 C19206
C7873 D14918
D11483 C1490
S17334 S7947
S5420 H6328
D16144 D13027
C18279 H2099
H13059 S15550
H1854 H10507
S7313 D12383
H7835 D14472
C4826 C18659
C16675 H14402
S7335 H498
S9940 C8089
C8603 D9046
H2501 C483
D9458 C17478
C10232 H13151
H4350 H19310
S18694 D17200
C12774 D7013
C13779 C14002
H1898 S1674
S14272 D7344
D11705 C10130
D2917 C7419
H12920 C19403
C6879 H14316
H16652 S1725
C11975 D15283
H13258 D8897
D3972 C4571
H16674 D1997
H12280 D2174
H351 H727
D7387 C3702
D17175 C17585
S7063 C16326
S17698 C4291
H13085 S13315
C15433 C13130
S5248 D13093
D6294 S492
D1633 S6328
H3002 D12051
H15228 S7555
H16082 S323
H18974 D16189
C4698 H19367
S12962 D15434
S18615 H12386
S14718 C7529
C14568 H16503
D11873 C1611
H10220 H4582
S3409 H9274
H8 S9886
H1508 S5835
S4549 H1983
D1715 C6387
C4262 S17596
H13840 C17081
H11024 S19181
C18740 C1178
C15766 H10310
H16190 C7612
S8748 H687
C17679 D18648
S8652 H19621
C11275 D3291
D491 S2125
H443 H2079
C17000 D2858
D15580 C16637
H8854 H9883
H4314 S2998
C2649 H10282
D11595 S5148
S10694 H4059
C8408 C10766
D14157 S12356
D19210 H4800
S11338 S6443
H4580 D16588
H16227 D10595
C16273 H8068
H6836 D430
H11047 C10506
D6385 S911
D11159 C3026
H10565 S11569
C18302 H5013
C10610 S14649
C16464 H2769
C16787 H19173
D17294 D6764
S6997 C6067
C16997 C17436
D130 S13521
D2331 H16077
H4157 S17408
D9932 H17207
S5427 C7951
H4294 S12058
H18874 D964
C11084 S6502
H6271 H14336
D8029 H9835
C8857 S12869
S6164 H12862
C7604 S15902
D13456 C15502
D6924 D504
S10154 D13401
D19405 H2414
C12486 D17472
S6507 D1762
C7973 H9030
D320 C6302
C255 C16708
C7565 D8214
D3323 C1630
S6643 S9943
H690 H1203
H7794 H9716
H18296 D10136
C5025 C664
D3915 S11821
C9462 H5793
C19244 H9871
C7197 S12377
H2560 H15808
D16378 S12212
C6435 S16192
D3971 D3303
S9952 H15682
D13736 H18016
C7627 H2209
H8955 H4941
D8602 D12859
S17628 D3598
D5813 D6087
C7368 S16936
S14049 H7224
D19438 S18641
S2713 H11976
S4590 H2407
S1389 C2548
C14978 C9071
D2684 H14549
H9102 D17172
H5035 C11873
S8967 S221
D12866 C12858
H1236 D14389
D7856 H2503
H1154 D6414
D8757 H9329
H11067 D9152
H18047 S11766
D1046 S17459
H12543 S14759
S9634 H9522
H187 D18081
S11920 S10755
D14547 D7486
C8045 S17075
H9638 D13766
D8626 S15197
H6560 D11420
H767 S11151
S11083 D14148
H3391 D17701
S10632 S17417
S15281 S7765
D7484 D2066
S15861 D2200
D15783 S19225
C7053 D1584
D8540 S14318
C3147 S12453
C14644 C12388
D17056 D678
H14785 D5451
H15145 S15693
C2852 C3475
S1980 H14541
S19234 H2384
S15797 S6255
S18604 D3126
C16665 H1363
D17286 D50
D14419 S1840
D16560 C16845
S10086 D13922
C11275 S15125
H12322 H18158
C8691 C1890
S12305 C5435
H18884 H8044
S10003 S5468
H2342 C9047
D7199 S649
C22 D11448
D10641 C5853
C7463 C14300
S8660 H6624
C12974 H4502
D5464 C14223
D11050 H8750
C12192 D3997
H3609 C7140
D6921 H6671
D19613 H10615
C9703 H15160
H14982 H16028
H14913 S18692
C10039 S10198
H6445 C17981
D11713 D11315
H7881 C936
D9247 S4370
C11334 S4559
D12558 C440
C14257 C8094
C16003 H283
H9926 S14630
C19120 C5464
S12380 D4874
S17575 H14246
C16698 H17173
S11680 H5267
D2940 H1211
S6617 D12636
C13584 D12602
C11735 S19332
C15938 C17857
D1863 C9293
C18053 D14706
D19727 S3434
S4161 C10410
S9585 H5130
S3394 S10082
S14325 D6465
C16621 H16420
S13888 D9336
H17347 C11747
C1892 S19516
H5051 D5251
D11085 D16999
H10898 C3166
C8997 D366
S7271 S19450
H2814 S7823
H15012 H13161
D3052 D3669
S6703 C6733
D15435 H1586
C2386 D13003
D9330 C13736
H4785 S1258
H17012 D2487
D17297 C3146
C6962 D10912
S9705 S4649
D13300 D3559
C13815 C13218
D9433 S17784
S9734 S9349
D4222 S10731
H9503 H3401
D8795 C16993
S6527 H4021
S12519 C16302
D11243 C10264
C18370 C3229
D13995 S9206
H14414 S8275
D4401 C1542
C13527 H14046
H11426 H11482
S19257 C1304
H3089 S6165
H14455 C19743
C3572 S18765
H8052 H5020
S6269 S6635
D17279 S11869
S16151 D12634
C18111 C6839
H19293 C10180
H488 D15155
H6297 D17793
H3256 S3346
C10188 S3027
S8311 D2858
D8741 H13951
S10427 D7277
D8349 C3123
H12898 C12053
C3310 H4876
H2292 S5994
S8329 C2923
S7853 S13957
D14776 C3491
D1385 C2159
S19651 H8277
H13117 H10673
H2673 H14286
S16276 D3150
C4936 D14188
D5992 C18469
C3849 S14776
D18492 C19504
D1474 D15145
S10662 C4570
D6754 S711
H5639 C9914
S9124 H15591
D15583 S16854
H8569 D13133
S6835 S7392
C744 S12854
D13016 D5126
S10563 D19501
S16464 C15786
D15785 S324
D10158 H902
D14583 D17350
H3893 D18910
C5592 D15977
H6929 C14291
H16815 H17334
D16844 S11247
H16770 H17002
C12765 D5678
D13783 S18602
C1785 S11041
D15664 D2542
D11183 H15702
S15919 H17019
D17706 S15114
C14853 D19409
S718 S13480
D15295 D6710
S14701 C8015
H18914 D15256
S19662 H18131
C9069 C14765
H9047 S12136
H6105 D7551
H930 C11314
S15440 H9875
H7233 D5985
C15538 D7515
D12983 S5087
C255 D6590
C3247 C12087
C3942 S13191
C8970 D9279
D14120 C17029
S6145 D12284
S582 C11159
H8597 H19184
C19364 D13364
S1401 H1440
C17164 S9254
D16646 C12691
S10870 H4097
D3670 H2157
H1398 H10171
D2172 S8092
H3785 H9180
H15414 H16210
S10485 H3274
H11458 C8143
D4615 D10913
S8120 H15179
C13173 S8238
S11854 S9937
C2445 H19501
H13428 S2894
S4622 S16164
C14105 D8572
C4561 S405
S14384 H17555
D19607 C3477
S6465 C6100
H16758 C8253
H1008 C1532
S9888 S604
S12687 C210
H6607 S7674
S12013 D2549
D9688 D16510
S11242 C7315
C1675 H19261
H8372 S822
D17927 H1485
S2856 S13559
S16598 S10938
S11633 S4914
H4656 C13869
H6695 C11996
H10695 S16693
S3514 H3939
C18426 S632
S8241 D8779
C16749 D11426
H17856 C9434
S19600 S14943
D11079 S19171
D18152 S18990
H4545 S19218
D3607 S13354
C3615 D17435
H10275 H2362
H19572 H871
H18998 H17263
S17189 H4525
D2587 S7837
S1522 S14761
C16760 D10531
S10927 H2272
D13273 H16658
S1117 H14353
D12152 C15197
H16806 D15217
D18166 C5122
C15701 D9033
D2531 D11885
C7417 C13570
D11076 D18904
D9663 D18925
S1792 D10749
C10960 D14073
C9030 D3372
S9647 H4995
S4553 D14448
H4232 H5563
C17375 S10190
D4158 S12180
C11372 H2350
H11306 D17791
S10939 H19021
C9249 D33
S1251 S14704
D12115 D15406
S3013 D16003
H9702 D18585
D3065 H5831
D11205 C18211
S13681 H4271
H778 S5050
H986 S4640
H16772 H5440
S10784 C7363
C3731 H2976
H15889 C6778
S11580 D13994
S7494 D15822
C15685 S2784
H14521 S10628
S6882 S17573
D19487 C8162
H1565 C1021
C13058 S3538
S5980 C6223
D18691 H12530
H12247 D1460
S6335 C10792
S1661 C10577
S11857 D17326
H7526 D9922
C8730 S412
S8773 D11688
C7823 H3960
S14156 C13916
H5293 C8952
H17220 S4542
S782 S7704
H9377 H9618
C9214 D11838
S19464 C17134
D15561 S15789
C9749 S13986
C1164 C11813
H9999 D14974
S15082 H19361
S15776 H17845
D8798 H3596
S5154 S16348
C2756 D5552
H1341 S2635
D18736 D9976
S14013 S12287
D2125 S4442
C11448 H19428
C16829 D11415
D8392 H3999
D12698 D17025
D5382 D8213
S12516 S11873
C9606 C18208
S10015 S9942
H12822 D4273
C5390 D2923
S1961 S4665
D9520 D2078
S10538 H4128
D1938 C18020
H12395 H17149
C232 D9257
H8827 H83
H17535 C3743
C1937 D8483
C17604 H1660
D17101 H4112
S15835 C19484
D3011 D5755
S9080 C6278
H14383 C16469
H1380 H12344
H10622 C7663
C3730 C2224
S2894 S1008
S1787 H19231
C1121 C1918
C13049 S4522
C19593 C18342
H19542 C13202
D22 S8044
S902 C9042
C4794 D4110
H2008 D14379
S13290 C15554
D11142 D4404
D17598 H15447
D2283 C6336
H16730 S2601
S6849 D17006
S5087 S16800
H2218 D1428
C10152 D13079
D8754 S784
D4245 S11546
D9629 S7248
C10655 D334
H4877 C7033
C10472 D13300
H7159 S816
S3355 S11253
S7748 D10228
C5102 S5737
S7776 C7692
C4254 D17109
S14455 D11459
S7649 S10230
H11683 H2308
C17868 H17126
D6786 D15880
H1877 D2042
D10601 D15689
D13078 S7574
