80448 67935
D18132 D18845
D9399 D46284
C77039 S21241
C32316 H75684
D64478 C35421
S10928 S12905
H43496 H10004
D54882 S54455
S47825 C61063
S22547 C25946
S18510 D2181
D58149 D29380
S74937 C56232
D6615 C47579
H59626 H70013
S38807 C38974
H47807 D16394
S6468 S58375
C14599 H50269
C34934 S27905
S9001 S67286
H35081 C21462
S62338 D71050
S40899 D66510
S39442 C71135
D29777 C25695
D64958 C20325
H60348 H61193
S15470 H67099
C31657 S40715
S68852 S79719
H56015 D14795
D34999 S59057
D19909 C7328
C65385 C40659
S47066 S66336
C1847 C38253
D55310 D74047
H50493 H8207
H41232 S78420
C3758 S66766
C14800 D39567
S65420 H5190
H50093 S62430
H21115 C73141
C54442 S18338
H64084 D38215
C30633 H79119
H30187 H28537
H21728 H79705
D53551 D41942
C30082 D52497
C56754 C56532
H55329 D43839
S76839 S73630
H72835 H28551
H9259 C63609
S10086 D46420
D26207 C39510
D71085 H27724
C59674 S69686
H67382 C63946
H52409 C21172
C36057 S8786
C40454 D12627
S24023 S3828
S48617 H22698
C47630 S53464
C17766 H69760
C50325 H58928
C7867 C66934
S36562 H35438
H55709 D60590
S8803 S23850
S66069 D20795
D25988 C48464
D20902 H23649
C14475 S70091
H46730 C63278
H71189 C20065
H57750 S33281
D74870 S4122
S10010 D26762
C2372 D25978
S77810 C48652
S563 S68967
H58063 C7924
H39665 H61414
S30190 S58726
H77288 C54846
C51311 S68679
S22970 C14190
D5909 H62846
H40536 C20872
H38572 D44468
D47404 D60672
S57883 C30650
S43747 D66405
H58608 D73854
H68989 C25158
D72231 C41721
C24467 S4911
C49280 C37567
H26152 C76948
H21801 C26743
D79072 D74777
D69850 S27519
D39933 H68435
S59335 C48839
S63923 C43359
S6273 H32609
S51423 D22527
H63299 D29242
S55731 C2247
S28446 D63641
C67718 D44230
S11166 D34678
S62336 S29489
D50076 C20047
C30275 C2184
D59983 S64511
S71935 D48755
S47338 H62446
D20337 C57273
D69467 C77900
C48247 S42300
H39008 C70237
H25249 D43677
C62625 S25479
S59783 C44188
H66187 D8039
S18177 S4774
C23706 H20491
C48987 H55205
D8404 S3086
H65513 H61049
S6700 S53014
D46534 D20919
H10351 D29913
S70866 H62915
S46765 D56108
D55850 H70322
C14822 H72297
C40281 C62562
H73208 S23794
C18436 D53502
S69993 S35246
S57642 H54812
H77764 S66332
C73780 D79841
D48272 D43983
D35215 S16785
S68908 H48998
S76467 S64949
H33421 D66615
C44213 H39467
S25479 C6995
S37762 S3650
C32247 D12826
C46418 D30078
C46876 C40758
S56938 H58662
S7210 H36941
S49683 D29186
C51632 D18234
H8839 C49625
D6384 C59869
D65488 H53630
S41192 S23528
H30039 D21963
H65251 C30892
H11121 H40199
S683 H20541
D37871 S50957
S6132 H68598
S62257 H12698
H48675 H7661
C47682 H76045
C43697 C79381
H34217 D2592
C64832 H1705
D10499 H32309
S36165 D12389
C59798 S57166
S13984 S28360
S22515 D69955
H46916 D4784
C78973 D74146
C18984 D79798
C71491 D77710
S23785 C10808
H78383 C56417
H12257 S8251
C62425 C36966
H70146 D34164
S1676 C38626
S18607 H34377
D73218 D19697
C35083 H6043
D65040 D34860
H60955 D70528
S69134 D51179
D37135 H57581
H48681 S21327
D34492 C3702
S42494 S11444
C60835 C51001
D15137 D59202
C40579 C38417
D28049 D69453
S23746 H45289
S14856 S76529
C56799 C1897
S24684 D4916
D22192 D25680
S3488 C62015
H3894 D68208
H39165 D44840
H8254 H48141
S47103 S78294
D77599 H12454
H9123 H25857
C72884 H38417
H38252 S6126
S7161 D20290
S76898 H23788
S18015 H30691
D44370 S35661
C21973 S22534
C68961 H16987
D35273 C17260
S14026 D58983
C5993 H65688
S16688 H18307
C56419 C14853
S45808 S36128
C34409 D58072
S977 H26122
S55242 D54298
C72912 D35433
C4815 S23186
S26416 D9613
D53026 D26114
D7241 H34992
S13283 D9427
H32458 S77738
S152 H2660
D43172 D10131
S27754 S7681
C62992 H47393
D6269 H12810
H69591 S61943
C70700 H14864
C71853 C64945
H34562 C53565
S26499 S25431
C20914 C49948
C48413 H2158
S13759 H80071
S41236 H10074
C5337 S35877
S18089 H45398
D41550 H37370
C3818 C4235
H42208 C31181
D76328 D2116
H35213 D74150
H9275 H52337
H48959 D3753
S31245 D55143
C59262 D52206
H76913 D65867
C15046 C45258
H68034 D16507
H43386 D63088
C7973 D27911
D71441 H60104
S57049 D78167
H19683 S49743
H68640 D8296
S5571 H80167
S19269 C29087
H3903 D37624
S78837 C7403
S28647 D19550
C26978 D77178
D29050 D16448
H55154 S51356
D52583 C39126
D35675 C79507
S3247 C30041
C11609 C25913
D76496 D12877
C10741 C39163
D66694 H51765
C58816 D18912
S61744 D40577
D52035 C9969
C58260 C4053
H66167 H31811
C13252 C39601
C74662 D70136
H45945 C25068
H44826 S40026
C79701 H39007
C53469 D10919
D28565 S55821
S11599 C71574
C62576 H62207
C78274 D8472
H61403 C71676
C8161 C69847
S28166 D44657
C25803 C6788
D1607 S14056
S73627 C34235
C54190 D54329
C74289 C18841
C10245 C19726
S23437 H62509
S4249 C68225
D69009 H65369
D44675 C37521
H37996 C68589
H51048 D41195
D8140 S78133
H77627 S32360
D74351 D73863
S18069 H4013
H27512 D26543
H74883 S70920
S43045 C5649
H59442 H12430
D59033 C71048
D14876 C25698
H30978 C33549
H2359 D56537
C16227 D77818
H54990 D65231
D38066 S35475
S6618 S5767
D41078 H46201
D5374 H48512
S26858 H79335
C47227 C37592
D21480 C63663
H554 S55104
H26501 H35992
D44554 C28097
H77169 D14654
S8307 H47661
C53007 H21153
S60912 C40715
D32411 S57963
D47999 S1280
S10259 H46272
H15297 H7753
S73070 S55091
C53690 D28827
C40771 S35713
C73119 H32816
H75743 S12892
C32282 S23970
C52024 H41180
H49099 D42330
D32185 D4968
S72279 D44465
S2935 D68597
D20855 D65900
C70336 H7578
H2035 D80050
S70111 H18490
S69865 S72635
D75371 D54931
D41080 S23907
D16957 H25492
H23275 H60958
H11753 D8
S42290 S77509
H35139 S66820
D46090 C23660
H6255 C59696
C43084 C68299
D21900 S5767
H5671 D78596
C51031 D62905
S2379 S49956
D38589 H70423
C40516 C61241
H53866 C21218
S41349 D76994
S47988 S52511
C1633 C77174
H64211 C43526
D15614 H34037
S48315 C35998
H25819 S15950
D43347 S78106
S20095 H40704
C66910 C6362
D68093 D30414
C54843 H40716
H35653 S10121
H2357 H2553
S27338 C77690
C26904 D37431
S77709 H31253
S66994 H47563
H16397 D34670
H22124 H26749
H32815 D23221
S40300 C42950
H50119 D49549
C32547 S60885
D72402 D77705
S54129 C74161
D23810 S40009
H67334 S1781
D15516 H22551
H55720 D13853
C34626 H59861
H42179 D51772
S66487 D41415
D33969 C66626
S28407 D49931
H35589 C35627
D41512 S46063
S35196 D44707
S66740 S22003
D61905 H74139
D72165 H44935
H20698 C16863
H29125 H62180
H31893 S62499
S3971 D42149
C5800 D37761
H39320 H58258
H71962 H46294
D3389 C8322
S14730 D3720
C39616 S41589
C26612 C8393
S53716 H50887
C9357 D37533
C34805 H68416
D11130 C14272
C62847 S60049
C14621 H279
C26254 D76732
C19729 C69836
H53098 S19119
H48106 H41612
D48487 H73633
D61443 H66100
C54492 H73864
D13618 H69211
C6871 C48310
H25165 S71806
H38419 C53854
C75597 S33019
C50572 S25152
D34411 C40906
H45246 C67004
D75447 C20195
C25033 D30370
D17520 C49506
C75329 H19782
H17520 C72981
C74144 D79140
H5040 C5868
D72445 D77563
S53523 S74112
D45265 S5955
S65842 D41966
D76127 S38630
D5334 C10249
H10425 D8689
H45946 H47715
D74065 D29576
C60308 D15775
C73843 S14285
D29460 S37421
D63765 H51531
D78950 S9611
S72814 H1471
C29010 S33697
S54454 C39890
S57459 D48781
S57458 H3469
D46177 C37803
D41109 H11052
S56019 S50933
D48077 S44243
C53794 H58300
C39600 D75987
S51241 D28899
D63892 H66658
D63436 C66361
H19917 D50097
C6964 C50743
S71388 C76224
D70846 H68898
H14510 D63367
H2346 S15591
C46443 C17111
H38812 H67169
C8880 H19019
C74877 C52108
H36721 H74313
C24801 S44045
S75621 H80040
H57794 S75335
H26597 H56116
S10572 C64257
C50645 H16025
D18962 H30894
H17177 S35953
H362 D65696
C513 H32284
H56243 C36875
H7796 H66676
D72711 C35216
S18679 C25935
S32408 C2661
H6353 H70344
C45675 C50214
S28343 D57709
S56120 C37837
D38592 S46226
C73901 C16902
H15759 S11852
H17558 D57610
C10794 C47248
S43621 D27417
H4873 S35934
D17791 S35785
S26991 D74581
H27815 D46477
S49405 D27896
S6424 D46340
S9486 C69525
C22560 D2893
C48586 S35196
S6448 C44712
D19263 D62677
D62186 S8669
H8408 D51688
D13921 C44073
S61034 D54670
C47789 C39656
C26881 S25497
C7028 H39626
H26039 H80349
C15519 H72149
D76236 C11517
S73549 D38228
H49588 H23027
C76452 H46308
S44666 S22566
C17703 S24548
H44374 H7628
D57460 C44100
H55855 D55363
C77666 C46933
S44158 C38002
S51873 S68628
C24474 D9243
H54609 S50578
D74404 S25882
D66047 C414
C7606 H52061
C15012 S75796
S51215 H14266
H2645 D30963
D59244 S17816
H51183 S2777
C59532 C4409
H43436 H3166
D78370 S1071
S13038 D17889
H62977 D22284
S72489 C65189
H25681 H42345
S27493 S68217
H15192 S55137
S31847 C69273
H9673 S72351
C38665 S51234
C44806 S35352
S61264 D11222
C59135 C25465
H1745 S36931
S40897 D21969
H21521 S14979
S40015 D74657
D62700 H60107
D60268 H41860
S38518 C34890
D30104 C17629
H17437 D50744
C24411 S75118
H58821 C3850
C50872 H21158
S11955 S64282
C39973 S400
C44199 S49186
H22275 H15343
H23129 D60758
C27328 H37559
C32033 D39052
S56820 S46387
C16368 C35387
H14780 S65479
C66166 D38693
S50332 H55749
H498 S65547
H79777 C65262
H23666 H39679
D78335 D69564
S23675 H59207
C8169 H11941
C25892 S54633
D36399 H52472
S50912 C15131
S3130 H56491
D76568 S18563
S5757 H42571
D75885 H51813
H24761 H16498
H25405 S52494
S20707 S40201
D77845 C57203
S64283 D70660
S51573 H3293
S16574 S32828
C57904 S31480
S41188 S34368
H19773 D26604
D54291 H62202
H75223 S30235
H68332 D58873
H78765 H10892
C54778 H3482
C5518 D14252
S40519 S42185
S64213 S21555
D15488 H59344
C42696 D65309
H18722 S3646
C33507 S49797
C53547 C57825
H71057 C24457
S17813 C67766
D30204 D29386
D10149 D22003
C6038 H38184
H39628 H30570
H22393 D25973
S70369 D67740
H23499 S55490
C50902 S58278
C77522 C63430
H33025 D53865
C44944 D39363
H12264 S76069
D24370 H57845
S53790 D40638
H39845 H52593
S72974 D64105
S75447 S72902
D3760 C49652
C3421 S46240
H6687 H39201
C77182 C59333
S9663 S45367
C44650 H15244
C2392 D12246
H57633 C35443
H11699 S33040
H62310 S35020
C50413 H25599
H2615 C45977
C20884 C34193
C67138 D14969
C79198 D46501
S41125 C56028
D30715 S8842
C27594 S67921
H606 D28859
S71619 H39045
D65695 H65536
S47077 D31925
S4816 D17978
S74058 H2573
S61613 D33
S27198 C66776
C28157 H21662
S79827 H79904
H67429 S58883
H9161 H43847
S70293 S11809
H70265 S61462
H24211 H18166
H50934 S42113
H60705 H18685
D41317 H42226
C11487 H50496
C38561 S69048
C44895 S2096
D58109 H12843
S50421 S38399
D5735 S17116
D79372 S64473
S58688 C79924
D67443 C36129
C80090 C4243
S41309 C57587
H16419 S50270
C22794 C21722
S71246 D76610
S68045 D53593
H5315 C65144
S72941 H36066
S51492 D2509
S52328 H48232
H20506 S74612
H16020 S17899
C75548 D74574
C70896 S59566
C1242 H21777
H50352 D22370
H57785 H65652
D34921 C10715
C72989 S72797
H50217 D59216
D22787 S43425
C42802 S25060
C59910 H71006
C11146 H7910
D18624 H77998
D4375 H9596
S57 S50508
C71879 D32110
H13178 C61473
H12671 D14932
D3758 H76576
S30407 S40026
S38503 C77768
S4052 C4709
C44837 C21448
S43458 H17628
D60257 C73003
H61899 C7654
C8440 H6254
C45128 S4847
C13946 H69536
D71625 D17929
C11129 H57885
H34588 C41501
S41378 D61374
H40116 H36093
S39051 D7386
D14270 H61427
H1682 S14798
S25283 D56009
D68169 H22397
S62863 H6545
S73783 S19829
D36139 C11565
D68121 C10158
D14897 H60777
C54118 H6828
C12023 H5605
S7140 S57697
D23640 H62798
S34085 C31850
S71542 H64741
H4370 S63968
H3619 C34137
H69295 C58061
C18329 D32428
D79127 C29899
S16552 S59614
D20933 H49724
S58193 D14184
H67430 S9377
D9548 H11259
D62027 D34644
C25034 H14889
C62712 H75220
C12265 D76874
D37580 C68126
C61730 C49736
D21843 C9321
H13871 D79125
C64165 D61025
H62406 S79762
H19568 C73593
S39758 C37120
H8589 C58308
H77059 H59095
C15129 S69119
S43928 C18755
H10702 C9941
H26044 H71313
D76016 D77528
D696 D41019
H15918 S27098
S9670 D7053
C51354 H32297
S3747 S63791
D59514 H27483
D60516 S75403
C739 S57242
C68630 S50487
H71691 C26914
S65216 S18879
S28551 S58945
C53350 D60652
D15623 C7950
C63346 H39339
S70643 D51287
C30660 C28419
D75666 D61244
D12488 S19057
S33423 S59781
S50252 C8074
S36411 D6005
D68083 S44548
C49545 H42506
C36046 H35259
H21265 C52336
C1872 D40106
H53835 S49553
C38774 S48101
H4685 C55061
D31896 S48141
H56811 C20018
D39961 D14728
H46755 D65016
C76104 S31533
C38248 C5737
H71203 D36500
C43520 D47464
H77818 S38389
H20798 D56571
H41861 D51790
H14612 C56081
H59665 C62563
S9148 S73505
D36353 S7840
S58016 H71734
S3398 C14630
C70687 H7971
C5016 S12771
H76477 D9134
S32057 D38418
S35268 S72077
D69957 H65410
D62780 D31777
C73352 D62075
C56720 S37067
S41602 D38053
D41088 C66461
S14421 H8933
H10351 H78495
C75412 S2624
C10387 S50226
C3031 C25698
H38314 H40988
H78217 S63685
H31181 C33434
D80199 S76773
S38837 C12244
D74191 S14468
H41971 C78993
S22623 C42462
S20208 C51654
D58739 S26529
C2297 C22178
C62036 S4115
H33239 S46533
C15409 C4220
C11093 C78270
H26053 H4308
D1515 H22151
S51473 C58115
D16487 C6786
D74311 S36331
C30771 H9040
D47685 D34005
S26507 D48043
S8931 H62650
C33061 S14529
S42791 H59462
D21282 H8282
H42794 H41868
S69018 D11845
D22549 C69425
D31030 D69105
S74381 S40660
S55335 H74332
H63594 D40942
H76929 C33276
D33228 C51922
H6195 H36788
H44582 H21553
D57882 C7171
C22306 D65347
S79020 H24499
D67910 S73452
C80212 H35825
H77876 S50512
S50281 H32281
C51893 S2202
C49749 D77696
D38408 S70588
C59085 D67118
D30843 S22153
C17244 S22988
D55912 H78973
H80265 C57851
H34683 D24656
H38264 H61682
D11936 S33015
C39318 D60117
H44924 S69189
H32525 S59686
D79121 C32096
H21770 H43562
D59086 S36846
S16540 D13439
C72472 H23550
D2790 S50028
C10737 S76584
S77003 C3563
C1451 S57897
D269 H36181
D26607 D79907
S25112 D63430
C80054 H78074
S36169 H60784
H55871 D26519
S79278 S5220
S54422 S33551
H43750 S39764
C10727 S78899
H10981 H74895
H50133 D74215
S19481 D5276
C8225 S20840
D55270 H25650
D21752 C42187
H23079 H65188
S67515 H64422
D21838 C58434
D15434 C19967
H42764 H40404
D56745 D57351
S72633 D54987
S72600 H4917
H5044 D74844
C8017 H5606
H64332 H66035
H56044 H30835
C64133 S47038
C7675 C42496
D74581 H13703
S43714 D78902
S19665 H30970
C14468 C71706
S38683 H12215
C22676 S56923
C57663 C17639
S31756 D53116
S39150 H60340
D70642 C5025
D32464 H10417
H64160 S12948
C151 S69211
C2819 H63340
H34099 C58459
S5589 C78038
D46407 C26175
H57726 H55366
H42444 D13003
C7963 C63335
D22358 H10219
D65584 D44412
H35247 H6541
H5141 H46915
S34765 H63991
S14263 S77788
D1628 C73739
S31423 H48990
S155 D7363
H57976 H76342
H43341 S14657
D53132 S53428
S68227 S58697
C18030 S73043
H38620 D78217
D27767 H56654
D17140 C2814
S29112 D69163
C41558 H18288
S38781 C74128
C26472 H57591
D11735 C49515
C40085 H27288
H58286 C52106
C43187 S12788
H28563 C57718
H228 S64667
C1219 D27400
S62086 C34302
D24251 S5498
C63828 S75517
H65247 H55012
S67047 S23245
S55357 D11588
H27770 C72113
C17334 H76824
C72317 H44898
C57977 S21843
C67421 D20653
D65490 C7254
H34659 D31623
C57610 D76934
D10552 D21930
S77385 H43413
H2503 H20217
C63274 H1062
S34802 S71351
S5887 H68704
S3517 C3035
D72181 S20731
C49995 D69562
C61049 S58054
C10898 S51797
C8578 C27838
S63309 C57873
S62682 D54484
D63221 C70245
D19606 S26397
S21485 H15710
D16793 C60339
S63859 C77091
D63090 D67031
S47341 D40042
H52324 H35604
S68702 D69209
D52686 C68050
S13799 C38863
D30147 S40896
H67553 H51725
C7776 C43467
S2542 S51707
S78400 C64354
D13784 H16307
S70261 H67635
D16907 D43877
C50265 C37296
C63261 S34270
C66398 S19181
D7253 D65878
D66704 D67184
H32268 S60709
H3794 D53799
D45165 C28812
C44126 C35765
H77178 S42759
D60804 S77416
S77708 D5577
C65853 C25738
H33249 S14475
D49381 C49805
H26678 D45468
C58126 S44995
D15945 S40280
C74436 S2817
D78904 H38667
C65810 C45893
C75454 H69561
D33997 D72724
H51057 C26470
S77629 C59213
H13332 D41497
S74285 S30890
H22995 D24028
S53841 H48083
H52386 C56875
H30042 H79579
S57504 H75337
S36254 D77778
C80227 C27100
H49356 H67550
D76717 D15150
S13359 C27032
C2437 C78840
D34247 D63096
S14919 D16998
C27999 D29156
H5901 D56021
H62821 H55675
C17237 D22726
C41657 C33381
S40088 H37976
C41644 D8536
S49272 C4228
H25387 S12285
S2592 H43423
D55000 C35594
C62209 D47767
D17048 H63323
C37593 H29954
S70821 D16483
H73613 C16643
D63589 C44076
S35148 D12399
H23093 D80258
H70953 C4351
S45763 C9875
H58370 S7835
D32879 D35075
D58438 H35445
S48074 D9134
C68342 D12766
S22508 H60932
H64764 S17566
C6530 C19256
S4187 C58031
C4532 S34605
S13255 D27487
S24608 D29564
D44406 H47884
S5287 C4730
C47539 S51181
H18351 C4587
C9197 D25466
H37235 S61706
H49781 C30764
D76532 H1592
D9079 H40933
H43505 H53057
H66923 S26869
H12263 D50546
C40172 C20890
H15697 S43491
D43764 C66454
H18945 H7372
C10693 S10540
C18672 H42127
D76699 S54525
S3577 C71786
D16624 C48544
S36194 H26791
S57007 D54080
S34520 H63929
D15582 C41994
C15277 C45749
H42448 S38807
C48881 S26045
S31208 C44787
H7080 S74490
H11101 H23116
S24419 D46447
D46474 S52216
S46299 D31935
C63597 H9471
D8618 H33563
H31154 D53128
S4421 D46108
H65146 S21742
D11708 D32517
D37778 C15704
S59578 S32817
C77155 H36877
C46773 C7597
C55409 D66694
D28049 D67745
C17103 C70191
H8122 C12023
C20981 C72721
D22834 D9957
H40316 C58613
S25358 D53665
S42215 D9774
C8610 H54589
C17008 C54452
C46730 C23178
H29422 S34182
H9802 H26483
D26006 S79208
C35663 D75923
C25522 C30453
C60926 H13474
C53775 C28512
C58738 S50399
C37872 H13205
H46841 S57415
D49507 S21907
C24124 C58403
S52415 S17786
H51038 D41494
H24062 H35522
D4650 D54459
S37414 D1099
C29812 H59739
H55438 D37450
D4504 H79293
D41209 C52511
